target,blocks,na_policy,scaling,n_neighbors,min_dist,min_cluster_size,seed,n_genes,n_features,n_clusters,noise_frac,n_excluded,excluded,mean_f1,best_f1,best_label,n_labels_scored,n_labels_recovered
attention_depth,expression_summary+expression_raw+published_screens,median,rank,15,0.0,25,42,3000,34,16,0.16533333333333333,1,attention_depth,0.28072634867619467,0.33212996389891697,incidental,3,0
attention_depth,expression_raw+published_screens+interactions,median,rank,15,0.0,60,42,3000,34,5,0.007,1,attention_depth,0.28064216286078814,0.33584195672624645,incidental,3,0
attention_depth,expression_summary+fitness_screens,median,rank,15,0.0,60,42,3000,12,4,0.365,1,attention_depth,0.28063460341469953,0.34434293745607875,incidental,3,0
attention_depth,expression_summary+expression_raw+fitness_screens,median,rank,15,0.25,25,42,3000,30,2,0.07366666666666667,1,attention_depth,0.280522903621824,0.3600605143721634,incidental,3,0
attention_depth,expression_raw,median,rank,15,0.25,60,42,3000,18,2,0.07466666666666667,1,attention_depth,0.2805073787993488,0.36033261472128114,incidental,3,0
attention_depth,expression_summary+expression_raw,median,rank,50,0.0,60,42,3000,22,2,0.0,1,attention_depth,0.2804638448380714,0.35894495412844035,incidental,3,0
attention_depth,expression_summary+expression_raw,median,rank,50,0.0,25,42,3000,22,3,0.0006666666666666666,1,attention_depth,0.2804638448380714,0.35894495412844035,incidental,3,0
attention_depth,expression_summary+fitness_screens+published_screens,median,rank,15,0.0,25,42,3000,24,3,0.0033333333333333335,1,attention_depth,0.28041635012147015,0.3591191417278374,incidental,3,0
attention_depth,expression_raw+published_screens+interactions,median,rank,50,0.25,60,42,3000,34,5,0.154,1,attention_depth,0.28037223709095266,0.3383341955509571,incidental,3,0
attention_depth,expression_raw+published_screens+interactions,median,rank,15,0.25,60,42,3000,34,5,0.106,1,attention_depth,0.2803577667653071,0.3399602385685885,incidental,3,0
attention_depth,expression_summary+published_screens+interactions,median,rank,15,0.25,25,42,3000,20,7,0.17466666666666666,1,attention_depth,0.2802188937606228,0.3288343558282209,incidental,3,0
attention_depth,expression_raw,median,rank,50,0.0,60,42,3000,18,2,0.0,1,attention_depth,0.27995073978772306,0.35819176504462996,incidental,3,0
attention_depth,expression_raw,median,rank,15,0.0,60,42,3000,18,2,0.0,1,attention_depth,0.27995073978772306,0.35819176504462996,incidental,3,0
attention_depth,expression_raw,median,rank,50,0.0,25,42,3000,18,3,0.005,1,attention_depth,0.2798716848009074,0.3588116527256994,incidental,3,0
