Gene ID	Fold Change (Avg)	Avg Ref
TGME49_239087	1.6	22.88
TGME49_239090	66.2	4.63
TGME49_239100	2.2	1256.63
TGME49_239130	1.3	12.97
TGME49_239250	-1.9	25.02
TGME49_239260	2.2	23.17
TGME49_239270	-13	134.98
TGME49_239290	-2.5	13.71
TGME49_239300	-3.2	21.08
TGME49_239310	3.2	40.98
TGME49_239320	1.2	38.4
TGME49_239330	2.5	862.68
TGME49_239340	-2.7	26.44
TGME49_239350	-1	4.43
TGME49_239365	768.3	0.21
TGME49_239400	-2.7	53.44
TGME49_239410	-1.3	38.66
TGME49_239420	-11	128.21
TGME49_239430	14.7	0.02
TGME49_239440	-1.9	45.27
TGME49_239475	4.1	2.22
TGME49_239480	-1.4	39.55
TGME49_239490	2.3	247.42
TGME49_239500	-1.1	277.81
TGME49_239510	88.2	6.71
TGME49_239520	16.2	0.45
TGME49_239540	-1.8	64.44
TGME49_239550	13.2	2.87
TGME49_239560	-4.8	30.01
TGME49_239570	-14.3	3.02
TGME49_239580	-184.4	48.65
TGME49_239590	1.1	30.18
TGME49_239600	-159.8	207.67
TGME49_239610	-1.6	31.91
TGME49_239620	-1.3	25.01
TGME49_239630	1	38.14
TGME49_239640	1	0.05
TGME49_239650	29.8	0.11
TGME49_239660	28	0.06
TGME49_239670	764	0.07
TGME49_239680	-1.5	69.53
TGME49_239690	-1.3	50.04
TGME49_239700	-3	9.07
TGME49_239710	1.2	54.23
TGME49_239720	-1.2	44.6
TGME49_239730	36.3	0.18
TGME49_239740	-18.7	680.68
TGME49_239748	-2.5	39.96
TGME49_239752	-3.3	223.49
TGME49_239755	1	0.03
TGME49_239760	2.1	1312.26
TGME49_239770	-181.1	183.13
TGME49_239780	-363.4	88.95
TGME49_239790	1.4	100.68
TGME49_239795	4.1	1.71
TGME49_239800	-4.9	172.42
TGME49_239810	12.7	2.33
TGME49_239820	-5.8	1369.56
TGME49_239830	-12.6	115.63
TGME49_239855	5.4	1.13
TGME49_239870	-1.4	40.27
TGME49_239880	1407.3	0.19
TGME49_239885	-2.3	5.08
TGME49_239890	-5	370.11
TGME49_239910	1.8	5.13
TGME49_239930	1.1	39.87
TGME49_240050	-2.8	21.48
TGME49_240060	-2622.3	384.8
TGME49_240070	1	108.67
TGME49_240080	-2.7	35.39
TGME49_240090	-3.8	220.45
TGME49_240200	39.9	0.23
TGME49_240210	1.5	20.26
TGME49_240220	-1.6	30.58
TGME49_240230	33.3	0.15
TGME49_240240	245.3	0.17
TGME49_240243	1.3	22.1
TGME49_240250	-9.8	159.88
TGME49_240255	1.6	21.75
TGME49_240260	1	0.47
TGME49_240270	1.4	12.93
TGME49_240280	-1.3	153.02
TGME49_240300	-1.7	17.06
TGME49_240310	56.5	0.22
TGME49_240325	129.6	0
TGME49_240330	49.8	0.02
TGME49_240340	149.8	0.04
TGME49_240350	174.4	0
TGME49_240360	1	0
TGME49_240365	61.5	0
TGME49_240370	161.1	0.11
TGME49_240380	-7.7	51.26
TGME49_240390	50.6	0.19
TGME49_240400	1.5	13.3
TGME49_240410	-4.2	29.11
TGME49_240430	1.1	15.43
TGME49_240440	1.3	30.88
TGME49_240450	-1.1	48.73
TGME49_240460	-4.3	22.92
TGME49_240470	-16.5	19.21
TGME49_240480	-2.3	110.25
TGME49_240490	-2.1	305.37
TGME49_240500	1	105.48
TGME49_240510	-1.1	40.84
TGME49_240520	-1.9	88.07
TGME49_240525	4.8	0.15
TGME49_240530	1	0.22
TGME49_240540	-1.9	99.84
TGME49_240550	-1.2	147.84
TGME49_240560	-4.4	108.7
TGME49_240570	-3.3	139.68
TGME49_240575	1	0.09
TGME49_240580	1	46.78
TGME49_240590	1.4	206.05
TGME49_240600	-1	315.42
TGME49_240610	-1.7	0.63
TGME49_240620	-1.4	1.84
TGME49_240630	-5.4	220.26
TGME49_240640	-1.2	315.94
TGME49_240650	-1.2	137.02
TGME49_240660	1.3	35.53
TGME49_240670	-1.1	47.34
TGME49_240680	1	0.13
TGME49_240690	1.4	310.61
TGME49_240700	-1	44.01
TGME49_240710	-1.3	49.84
TGME49_240730	-7.3	21.33
TGME49_240740	-1.1	28.42
TGME49_240755	-5.8	23.28
TGME49_240770	4.1	5.88
TGME49_240780	1.3	31.32
TGME49_240790	25	0.05
TGME49_240800	42	0.66
TGME49_240810	1.6	67.39
TGME49_240830	-1.5	14.07
TGME49_240840	-1.3	40.99
TGME49_240850	1.2	20.85
TGME49_240860	-1.5	125.09
TGME49_240870	-1.2	85.32
TGME49_240880	21	3.26
TGME49_240890	-1	65.56
TGME49_240900	-1.3	29.34
TGME49_240910	-1.8	50.17
TGME49_240920	1	0
TGME49_240930	1.1	19.14
TGME49_240940	1	0.12
TGME49_240950	-2.3	33.81
TGME49_240960	-1.1	92.05
TGME49_240970	-1.9	34.65
TGME49_240980	-2.5	50.14
TGME49_240990	1.1	7.67
TGME49_241000	-22.1	277.79
TGME49_241010	-2.1	107.62
TGME49_241130	2.1	1.68
TGME49_241140	-1.8	18.2
TGME49_241150	1	51.81
TGME49_241155	-1.6	200.52
TGME49_241160	-1.7	245.97
TGME49_241165	123.4	0.27
TGME49_241170	-1.2	53.49
TGME49_241175	-1.6	47.83
TGME49_241180	-4.5	166.25
TGME49_241240	-61.9	379.58
TGME49_241300	-322.9	75.9
TGME49_241305	-82.6	20.49
TGME49_241310	-49.9	101.68
TGME49_241610	-5.8	91.71
TGME49_241710	-1.1	1.08
TGME49_241820	-2.7	412.35
TGME49_241830	-1.1	22.65
TGME49_241840	-1.2	67.9
TGME49_241850	-1.9	13.97
TGME49_241860	1.6	16.06
TGME49_241870	-1.5	11.88
TGME49_241880	-3.8	79.96
TGME49_241890	-1.7	50.3
TGME49_242000	-5.2	150.84
TGME49_242010	-2.1	17.72
TGME49_242020	-2.1	39.19
TGME49_242030	-1.9	27.02
TGME49_242055	-1.7	5.63
TGME49_242070	-2.7	628.2
TGME49_242080	-1.5	61.51
TGME49_242090	-63.6	525.29
TGME49_242100	-3.1	9.11
TGME49_242110	9.2	0.64
TGME49_242118	-53.4	12.03
TGME49_242230	-1.7	0.55
TGME49_242240	-1.5	46.06
TGME49_242250	-3.5	1.1
TGME49_242260	-1.6	13.33
TGME49_242270	-4	60.83
TGME49_242290	-1.4	390.65
TGME49_242300	268.2	0.08
TGME49_242310	-1.7	0.83
TGME49_242320	-4.5	60.86
TGME49_242330	1.9	2409.16
TGME49_242340	1.6	2684.8
TGME49_242370	31	0.07
TGME49_242380	2.3	139.89
TGME49_242390	366.5	0.03
TGME49_242400	82.1	0.05
TGME49_242415	-1.1	9.42
TGME49_242435	-1.4	8.14
TGME49_242460	1.1	24.79
TGME49_242570	-5.3	123.62
TGME49_242580	1.1	13.4
TGME49_242590	1.8	1.41
TGME49_242600	1.9	0.38
TGME49_242610	1.4	19.88
TGME49_242625	3.8	2.5
TGME49_242640	-1.8	17.08
TGME49_242650	-1.8	24.44
TGME49_242660	-1.4	126.14
TGME49_242670	-1	7.32
TGME49_242680	1.7	84.13
TGME49_242700	-8.2	32.96
TGME49_242710	6.5	0.72
TGME49_242720	1.8	22.41
TGME49_242730	1.4	49.66
TGME49_242740	38.9	0.04
TGME49_242750	100.8	0.01
TGME49_242780	-1.1	21.46
TGME49_242790	-2.7	38.52
TGME49_242800	-1.2	134.65
TGME49_242810	-1.4	22.85
TGME49_242820	-10.2	282.47
TGME49_242830	1.5	16.79
TGME49_242840	-1.1	513.68
TGME49_242850	-1.9	118.67
TGME49_242860	-4.5	58.8
TGME49_242870	-2	51.95
TGME49_242880	-1.4	50.09
TGME49_242890	1.4	16.47
TGME49_242900	-2.4	1.22
TGME49_243100	60.1	0.11
TGME49_243110	18.6	0
TGME49_243120	147.6	0
TGME49_243130	109.8	0.03
TGME49_243140	68.4	0.04
TGME49_243150	308.1	0.02
TGME49_243160	68.4	0
TGME49_243170	237.3	0.13
TGME49_243180	251.6	0.04
TGME49_243190	24.1	3.89
TGME49_243200	-8.3	255
TGME49_243210	-4.7	58.91
TGME49_243220	1	0
TGME49_243240	1	21.88
TGME49_243250	-3.1	93.06
TGME49_243265	1.1	3.66
TGME49_243280	1.1	41.19
TGME49_243290	-1	46.14
TGME49_243298	1.2	13.01
TGME49_243302	1	0.1
TGME49_243310	-1.4	24.49
TGME49_243330	38.6	0.1
TGME49_243340	-1.1	25.97
TGME49_243350	-3.3	77.19
TGME49_243390	1.2	60.12
TGME49_243400	-2	8.8
TGME49_243410	-1.1	64.58
TGME49_243420	-1.2	5.14
TGME49_243430	-7.6	47.16
TGME49_243440	-1.1	39.18
TGME49_243450	-3.7	64.58
TGME49_243460	-11.5	270.03
TGME49_243470	1.5	29.09
TGME49_243480	-1.2	39.3
TGME49_243490	1.1	25.06
TGME49_243500	63.3	0.26
TGME49_243510	1.5	52.13
TGME49_243520	1.6	3.29
TGME49_243530	1.4	8.98
TGME49_243540	1.2	32.68
TGME49_243545	-15.5	736.98
TGME49_243550	55.4	0
TGME49_243560	39.1	0.11
TGME49_243570	1.6	1190.8
TGME49_243580	2.7	150.9
TGME49_243590	1.1	27.41
TGME49_243600	1.6	127.25
TGME49_243610	1	12.85
TGME49_243620	1	73.24
TGME49_243635	4.5	0.62
TGME49_243655	6.3	0.04
TGME49_243670	22.2	0
TGME49_243680	3	22.33
TGME49_243690	-10.5	482.87
TGME49_243700	1	0.19
TGME49_243710	1.2	241.75
TGME49_243720	3.3	23.62
TGME49_243730	-18.9	1241.08
TGME49_243740	14.9	0.82
TGME49_243750	-1.1	19.94
TGME49_243760	1.7	30.66
TGME49_243770	1	0
TGME49_243780	1.1	27.1
TGME49_243790	1.3	25.08
TGME49_243800	-1.1	152.87
TGME49_243900	1.4	1.01
TGME49_243910	-1.3	113.95
TGME49_243920	-2.5	158.78
TGME49_243930	-1.4	198.33
TGME49_243940	303.1	4.4
TGME49_243950	1.7	196.97
TGME49_243960	1.3	91.02
TGME49_243970	1.1	13.38
TGME49_243980	-1.6	38.43
TGME49_243990	-1.6	28.47
TGME49_244000	1.1	34.51
TGME49_244010	-1.7	54.84
TGME49_244015	1	0
TGME49_244020	1.7	113.42
TGME49_244030	43.2	0.28
TGME49_244040	-1.1	19.31
TGME49_244050	1.7	5.31
TGME49_244060	-2.2	33.3
TGME49_244070	-7.4	43.65
TGME49_244080	-10.2	126.95
TGME49_244090	1	21.61
TGME49_244100	-1	70.46
TGME49_244110	1.3	358.51
TGME49_244120	-1.5	13.35
TGME49_244130	-1.2	10.07
TGME49_244140	-1.3	13.62
TGME49_244150	2.6	25.08
TGME49_244160	-1.6	26.74
TGME49_244165	-13.2	32.74
TGME49_244170	-1.8	47.47
TGME49_244180	7.4	3.17
TGME49_244190	-11.7	121.45
TGME49_244200	-1	97.16
TGME49_244210	-1.2	36.5
TGME49_244230	-3.5	19.36
TGME49_244240	-1.2	32.47
TGME49_244250	-10.1	348.23
TGME49_244260	-5.9	19.68
TGME49_244270	-1.5	38.69
TGME49_244280	-1156	1248.76
TGME49_244290	-1.5	42.58
TGME49_244300	-1.7	19.93
TGME49_244310	1.3	87.63
TGME49_244320	2.3	1547.58
TGME49_244335	1.8	1.49
TGME49_244350	1.1	26.56
TGME49_244360	-10.8	4.59
TGME49_244370	1.4	103.63
TGME49_244380	1	142.15
TGME49_244390	-1.4	232.05
TGME49_244400	-2.5	27.79
TGME49_244420	1	24.79
TGME49_244430	-1.6	18.15
TGME49_244440	4	134.44
TGME49_244450	21.2	7.24
TGME49_244460	1	59
TGME49_244470	-5.7	48.84
TGME49_244480	1.4	6.78
TGME49_244490	1	7.11
TGME49_244500	-5.9	45.53
TGME49_244510	4	9.03
TGME49_244515	-5.8	3.34
TGME49_244520	-2.1	58.35
TGME49_244530	1.6	214.97
TGME49_244540	-1.6	74.35
TGME49_244550	-1.3	30.59
TGME49_244560	-1.2	1207.2
TGME49_244570	-1.2	15.62
TGME49_244580	-1	11.17
TGME49_244590	21.7	0.43
TGME49_244600	-1.5	35.95
TGME49_244610	-1	12.17
TGME49_244620	168.4	0.73
TGME49_244630	-1	11.09
TGME49_244640	-2.6	71.85
TGME49_244650	1.4	73.2
TGME49_244660	-1.4	11.36
TGME49_244670	-417.8	86.47
TGME49_244680	-2.5	14.33
TGME49_244690	-13.2	143.32
TGME49_244700	-1.1	13.87
TGME49_244720	-1.7	7.76
TGME49_244840	-1.2	45.72
TGME49_244850	2.3	31.16
TGME49_244860	-2.2	31.37
TGME49_244870	-1.2	52.66
TGME49_244880	1.1	29.74
TGME49_244890	13.4	0
TGME49_244900	70.8	0
TGME49_244910	-1	55.4
TGME49_244920	-1.1	5.15
TGME49_244930	-2.8	4.36
TGME49_244940	-7.6	4.3
TGME49_244950	-3.7	34.65
TGME49_245428	-67.7	18.74
TGME49_245432	-24.2	65.71
TGME49_245440	27.2	0
TGME49_245450	1.4	303.41
TGME49_245460	2.1	1081.91
TGME49_245470	1	153.36
TGME49_245475	-5.8	43.37
TGME49_245485	-1.5	108.42
TGME49_245490	-1161	340.94
TGME49_245500	-1.2	25.58
TGME49_245510	-1.5	33.92
TGME49_245520	1.2	25.6
TGME49_245530	-235.2	44.01
TGME49_245550	-11.4	30.44
TGME49_245560	-2.7	40.75
TGME49_245570	-2.1	61.71
TGME49_245580	-2.5	13.42
TGME49_245590	-1.6	22.92
TGME49_245600	303.4	2.04
TGME49_245610	-2.2	58.16
TGME49_245620	1.6	2476.78
TGME49_245630	-1.2	135
TGME49_245640	-3.7	163.4
TGME49_245650	1.5	40.71
TGME49_245660	-1.2	58.1
TGME49_245670	-1.2	101.4
TGME49_245680	2.3	1372.48
TGME49_245710	1.5	122.19
TGME49_245720	-5.1	36.21
TGME49_245730	-1.4	15.42
TGME49_245740	2	0.19
TGME49_245748	-24.1	3.17
TGME49_245760	3.8	0
TGME49_245770	-95.4	16
TGME49_245980	-15.7	1.97
TGME49_245990	1	24.02
TGME49_246000	-1	17.97
TGME49_246010	7	6.74
TGME49_246020	-2.7	57.42
TGME49_246030	-1.7	21.86
TGME49_246040	-1.3	27.78
TGME49_246050	-1.7	19.4
TGME49_246060	1.2	7.81
TGME49_246070	10.1	3.04
TGME49_246080	-4.1	101.58
TGME49_246090	-2.4	66.43
TGME49_246100	-1.8	120.96
TGME49_246110	100.2	0.04
TGME49_246120	1	36.29
TGME49_246130	-1.3	289.15
TGME49_246140	1.6	14.78
TGME49_246160	-1	7.04
TGME49_246170	-1.5	36.07
TGME49_246178	-12.9	73.99
TGME49_246190	-2.7	6.68
TGME49_246200	2.8	4.61
TGME49_246210	4.1	3.63
TGME49_246220	-2.1	39.98
TGME49_246330	-1.1	78.49
TGME49_246340	-2.7	155.39
TGME49_246450	-2.8	78.85
TGME49_246460	-1.5	33.12
TGME49_246475	-1.3	33.82
TGME49_246490	-3	166.58
TGME49_246500	-1.3	77.51
TGME49_246510	-1	75.29
TGME49_246520	-1.1	21.61
TGME49_246530	-1.6	20.96
TGME49_246535	3.9	0.26
TGME49_246540	1.8	351.11
TGME49_246550	-3.5	576.52
TGME49_246555	54.2	0
TGME49_246560	1.1	223.37
TGME49_246570	1.1	64.88
TGME49_246580	-1.5	111.94
TGME49_246590	-1.4	27.44
TGME49_246600	-4.8	33.37
TGME49_246610	-1.8	16.37
TGME49_246620	1.1	87.25
TGME49_246630	1.1	32.21
TGME49_246650	15.1	0.73
TGME49_246660	1.2	0.02
TGME49_246670	1	29.01
TGME49_246690	3.7	19.49
TGME49_246700	-5	1.35
TGME49_246710	-4.7	53.61
TGME49_246720	-3.5	67.85
TGME49_246730	-1.1	80.2
TGME49_246740	-2.9	67.57
TGME49_246750	3.8	6.45
TGME49_246760	7.5	3.53
TGME49_246763	-31.6	38.38
TGME49_246770	-3.6	153.46
TGME49_246780	1.8	12.07
TGME49_246800	-3	107.43
TGME49_246910	1.6	13.01
TGME49_246920	1.5	68.11
TGME49_246930	-5.9	148.37
TGME49_246940	-20.1	594.5
TGME49_246950	-3.1	72.44
TGME49_246960	-1.5	40.03
TGME49_246970	1.2	17.12
TGME49_246978	-1.3	14.76
TGME49_246982	1.2	22.89
TGME49_246990	1.2	17.96
TGME49_246995	-4.3	16.25
TGME49_247000	-1.1	84.71
TGME49_247010	57.2	0.35
TGME49_247015	-2	36.51
TGME49_247020	-1.1	94.38
TGME49_247025	3.2	7.43
TGME49_247030	-103.3	468.46
TGME49_247040	-1.4	55.64
TGME49_247050	-1.3	16.64
TGME49_247195	-13.8	110.37
TGME49_247220	-7.3	232.52
TGME49_247230	1.2	111.25
TGME49_247240	1.1	98.02
TGME49_247250	-2.4	97.61
TGME49_247260	2.8	2.24
TGME49_247270	24.1	0.91
TGME49_247280	-1.5	13.06
TGME49_247290	-1.5	12.14
TGME49_247300	-2.9	67.25
TGME49_247310	1	0
TGME49_247320	-1.6	20.32
TGME49_247330	-1.6	31.08
TGME49_247340	124	0.18
TGME49_247350	-1.2	1570.76
TGME49_247360	1.6	87.52
TGME49_247370	-4.2	19.97
TGME49_247380	-1.2	18.3
TGME49_247390	1.9	2.7
TGME49_247400	-921.6	180.07
TGME49_247410	1.3	303.41
TGME49_247420	-1.6	47.78
TGME49_247440	-342.6	531.93
TGME49_247450	1.1	28.65
TGME49_247460	-1.9	318.55
TGME49_247470	1.3	164.66
TGME49_247485	-1.3	24.4
TGME49_247500	80.7	1.34
TGME49_247510	2.2	370.61
TGME49_247520	-396.6	1862.45
TGME49_247530	-522.6	239.34
TGME49_247540	1.1	6.89
TGME49_247550	1.4	385.04
TGME49_247560	80.8	0.63
TGME49_247570	73.7	0.04
TGME49_247580	-2.4	88.46
TGME49_247590	-1.2	22.72
TGME49_247600	-2.4	77.3
TGME49_247610	1.2	108.07
TGME49_247620	-1.2	0.44
TGME49_247630	1.7	13.2
TGME49_247640	1.6	34.88
TGME49_247648	1.1	23.18
TGME49_247652	1.1	27.49
TGME49_247660	226.9	0.11
TGME49_247670	-1	67.06
TGME49_247680	-1.7	19.75
TGME49_247690	-4.3	63.08
TGME49_247700	-1.7	28.55
TGME49_247710	-1.8	34.89
TGME49_247720	2.4	1.22
TGME49_247730	-1.8	18.8
TGME49_247740	-1.1	14.39
TGME49_247750	32.6	0.17
TGME49_247760	-1.8	102.42
TGME49_247770	1.9	364.81
TGME49_247780	-2.3	136.21
TGME49_247790	-2.8	14.1
TGME49_247850	3.4	1.83
TGME49_247920	-1.4	73
TGME49_247930	-1.8	23.15
TGME49_247940	1	0.03
TGME49_247950	333.1	0.06
TGME49_247960	-41.1	117
TGME49_247970	18.2	0.93
TGME49_247980	-1.3	30.35
TGME49_248100	-1.9	61.67
TGME49_248110	-2.9	96.93
TGME49_248120	-1.6	51.5
TGME49_248130	1.2	15.28
TGME49_248140	3.1	31.62
TGME49_248150	-2.8	21.91
TGME49_248160	-4.3	32.92
TGME49_248170	24.3	1.63
TGME49_248180	-3.6	121.29
TGME49_248190	-4.2	146.78
TGME49_248200	-1.6	47.58
TGME49_248210	42.7	0
TGME49_248225	39.9	0.02
TGME49_248240	11.2	0.94
TGME49_248250	1.3	87.37
TGME49_248260	-1.4	53.24
TGME49_248270	-1.4	133.92
TGME49_248280	-1.3	117.06
TGME49_248290	-1.6	15
TGME49_248300	-1.1	6.74
TGME49_248310	1.6	36.54
TGME49_248320	-1.1	44.01
TGME49_248330	3.4	9.23
TGME49_248340	1.4	705.05
TGME49_248350	330.3	0.2
TGME49_248360	-1.1	599.42
TGME49_248370	1	437.84
TGME49_248380	1.1	2.04
TGME49_248390	2	1535.74
TGME49_248400	1.4	82.07
TGME49_248420	-3.4	146.37
TGME49_248425	41.8	0.66
TGME49_248430	63.1	0.89
TGME49_248440	94.8	0.71
TGME49_248445	-10.2	150.4
TGME49_248450	-2.7	57.43
TGME49_248460	-3.8	156.85
TGME49_248470	17.6	2.72
TGME49_248480	2.1	1901.01
TGME49_248490	-1.2	72.58
TGME49_248500	-1.1	66.06
TGME49_248510	-1	2.25
TGME49_248520	-2.3	100.66
TGME49_248550	-3.7	32.68
TGME49_248560	-1.3	0.25
TGME49_248570	-2.2	16.2
TGME49_248590	90.2	0.06
TGME49_248600	-1.1	169.34
TGME49_248610	-1.2	39.12
TGME49_248620	1	0.05
TGME49_248630	-2.8	96.66
TGME49_248640	-5.5	65.16
TGME49_248660	-1.1	64.53
TGME49_248670	-2.2	174.75
TGME49_248673	1	0
TGME49_248677	21.6	1.67
TGME49_248680	-1.4	25.78
TGME49_248690	-8.1	41.03
TGME49_248700	-1	1132.48
TGME49_248710	-3	33.54
TGME49_248720	-1.1	15.11
TGME49_248730	-5.9	1.49
TGME49_248740	-4.7	228.53
TGME49_248750	-1.5	12.38
TGME49_248760	902.1	0.12
TGME49_248770	-1.5	32.07
TGME49_248780	-1.1	5.26
TGME49_248790	1.3	22.96
TGME49_248800	-1.8	17.63
TGME49_248810	-1.1	163.12
TGME49_248820	-1.9	0.49
TGME49_248830	1	27.44
TGME49_248840	-2.5	34.55
TGME49_248850	-1.2	44.58
TGME49_248860	-1.6	18.17
TGME49_248870	-2.5	64.25
TGME49_248880	-1.4	371.5
TGME49_248890	-1.3	44.63
TGME49_248900	-9.5	12.37
TGME49_248940	1.4	39.04
TGME49_248950	-2.1	26.37
TGME49_248960	-1.2	77.47
TGME49_248970	53	0
TGME49_248980	1.5	38.44
TGME49_248990	-4.8	307.11
TGME49_249000	1.8	18.99
TGME49_249010	-1.4	47.27
TGME49_249020	-2	27.86
TGME49_249030	-1.6	70.5
TGME49_249160	2.2	7.95
TGME49_249170	1	25.67
TGME49_249180	-3	332.95
TGME49_249190	1.5	30.59
TGME49_249200	-8	588.27
TGME49_249215	1.1	13.02
TGME49_249230	-1.1	0.33
TGME49_249240	-1.1	1344.51
TGME49_249250	2	1688.69
TGME49_249260	-1.8	38.54
TGME49_249270	-1.3	829.7
TGME49_249300	-48.4	279.04
TGME49_249310	-1	44.47
TGME49_249320	-1.1	17.91
TGME49_249330	-2.5	26.49
TGME49_249340	-18.6	108.68
TGME49_249350	-5.4	76.9
TGME49_249360	-1	76.57
TGME49_249365	56.6	0
TGME49_249370	-8.5	1012.93
TGME49_249380	-2.5	78.6
TGME49_249390	1.6	259.78
TGME49_249400	2.4	0.94
TGME49_249410	2.2	39.06
TGME49_249425	-378.8	152.41
TGME49_249440	-4.9	60.16
TGME49_249450	-1	10.6
TGME49_249460	-2.2	12.55
TGME49_249470	-1.2	57.28
TGME49_249480	-2.1	53.45
TGME49_249490	-1.6	15.13
TGME49_249510	8.5	28.55
TGME49_249520	1	0.07
TGME49_249530	-1.2	121.96
TGME49_249540	2.2	16.64
TGME49_249550	1.1	15.05
TGME49_249560	-1.2	18.11
TGME49_249570	-26.5	498.8
TGME49_249575	1	0
TGME49_249580	1.1	33.61
TGME49_249590	1.1	276.68
TGME49_249600	1.9	8.79
TGME49_249610	1	50.18
TGME49_249620	-3.8	53.28
TGME49_249630	1	55.98
TGME49_249650	-1.1	74.59
TGME49_249660	12.5	5.59
TGME49_249665	1	0.15
TGME49_249670	-2.7	277.39
TGME49_249680	-1.2	31.81
TGME49_249685	-1.3	0.71
TGME49_249690	1.5	27.2
TGME49_249698	-1.5	35.73
TGME49_249702	-1.8	84.91
TGME49_249710	-1.9	18.33
TGME49_249720	1.5	1140.86
TGME49_249725	1.4	1.17
TGME49_249730	-5.9	61.47
TGME49_249740	2.1	241.25
TGME49_249750	1.2	0.04
TGME49_249760	1.9	96.04
TGME49_249770	-1.5	108.2
TGME49_249780	-3.6	170.4
TGME49_249790	-2.3	95.13
TGME49_249800	-1.2	8.23
TGME49_249810	1.2	12.29
TGME49_249820	-4.5	40.87
TGME49_249840	1.9	7.93
TGME49_249850	-2.1	1122.1
TGME49_249860	-2	91.29
TGME49_249870	-42.3	96.17
TGME49_249880	-1.6	6.68
TGME49_249890	1.6	9.74
TGME49_249900	1.7	1166.53
TGME49_249910	2.1	34.57
TGME49_249920	1.9	69.42
TGME49_249930	1.3	12.5
TGME49_249935	-1.1	306.81
TGME49_249950	1.8	31.05
TGME49_249960	81.4	0.24
TGME49_249970	-1.8	242.38
TGME49_249980	61.6	0.06
TGME49_249990	-5.7	411.68
TGME49_250000	1	0.15
TGME49_250010	-2.5	102.26
TGME49_250020	-1.9	19.85
TGME49_250030	1.5	14.35
TGME49_250040	-1.2	72.08
TGME49_250050	-1.4	11.26
TGME49_250060	-1.1	23.91
TGME49_250090	-1.4	31.64
TGME49_250100	-3.3	4.66
TGME49_250115	-249.9	323.1
TGME49_250220	-267.9	72.94
TGME49_250330	-1.2	104.77
TGME49_250340	-1.9	294.66
TGME49_250350	-1.4	93.17
TGME49_250360	4.7	9.61
TGME49_250500	-30.4	10.91
TGME49_250670	-45.2	8.62
TGME49_250680	-1.5	16.26
TGME49_250685	31.9	0.2
TGME49_250690	-1.2	60.57
TGME49_250700	-1.5	48.75
TGME49_250710	-585.7	3861.92
TGME49_250720	5.9	2.2
TGME49_250730	-1.2	118.6
TGME49_250740	-1.6	85.21
TGME49_250750	1.4	25.81
TGME49_250760	1.4	30.28
TGME49_250770	2.1	1204.5
TGME49_250780	-1.7	20.29
TGME49_250790	-1.7	23.18
TGME49_250800	-4.4	90.69
TGME49_250810	2.3	1445.23
TGME49_250820	-4.6	90.61
TGME49_250830	-1.2	129.87
TGME49_250840	-9.1	57.66
TGME49_250850	-1.7	19.87
TGME49_250870	-2.6	125.15
TGME49_250880	1.6	232.86
TGME49_250890	1.5	9.27
TGME49_250900	1.1	9.57
TGME49_250905	1.5	0.98
TGME49_250910	1.1	18.48
TGME49_250920	4.3	17.44
TGME49_250930	-7.4	63.59
TGME49_250940	-4.4	22.69
TGME49_250950	-190.1	23.88
TGME49_250955	-493	60.73
TGME49_251390	1.1	11.99
TGME49_251400	1.3	21.27
TGME49_251410	1.4	18.75
TGME49_251440	-3.5	100.94
TGME49_251450	-1.4	15.17
TGME49_251460	-3.6	24.36
TGME49_251470	-1.3	149.3
TGME49_251480	1.5	13.08
TGME49_251490	-2.1	51.98
TGME49_251500	1.2	228.58
TGME49_251510	-1.1	13.97
TGME49_251520	-1.5	86.07
TGME49_251530	-1.1	88.95
TGME49_251540	-5.8	584.25
TGME49_251550	6.8	85.07
TGME49_251560	-1.4	28.33
TGME49_251570	1.2	5.93
TGME49_251580	1	0.26
TGME49_251590	-2.3	38.38
TGME49_251600	-1	41.24
TGME49_251610	-1.9	28.84
TGME49_251620	-2.9	79.97
TGME49_251630	-1.7	83.01
TGME49_251640	-2.8	47.91
TGME49_251650	-2.3	1.54
TGME49_251660	2.3	6.7
TGME49_251665	2.9	0.72
TGME49_251670	-2.2	32.71
TGME49_251680	3	750.36
TGME49_251690	1.4	188.32
TGME49_251710	-1.5	31.84
TGME49_251730	-1.2	28.88
TGME49_251740	-9.8	46.06
TGME49_251750	43	0.04
TGME49_251760	1.1	165.21
TGME49_251770	-1.5	48.41
TGME49_251780	1.6	318.91
TGME49_251790	1.3	47.6
TGME49_251800	1.8	44.73
TGME49_251810	3.1	809.72
TGME49_251840	-3.1	60.76
TGME49_251850	-1.2	60.86
TGME49_251857	-1.9	21.46
TGME49_251860	1	0.11
TGME49_251870	10.2	3.3
TGME49_251880	-1.1	127.98
TGME49_251885	1.2	52.28
TGME49_251890	-1.1	13.29
TGME49_251900	1060.6	3.88
TGME49_251910	2506.5	1.98
TGME49_251920	-1.1	15.09
TGME49_251930	1.5	98.27
TGME49_251940	25.3	1.71
TGME49_251950	2.1	75.5
TGME49_251958	78.1	0.13
TGME49_251962	86.6	0.18
TGME49_252065	-4	4.8
TGME49_252070	2.2	20.87
TGME49_252080	2.8	0.58
TGME49_252090	1	0.73
TGME49_252190	-218.3	50.17
TGME49_252200	-9.3	138.38
TGME49_252210	-13.9	272.87
TGME49_252220	3.7	100.13
