Gene ID	Fold Change (Avg)	Avg Ref
TGME49_256220	1	0
TGME49_256650	2.1	3.53
TGME49_256700	5.3	3.29
TGME49_256760	1.3	769.25
TGME49_256770	1.3	211.39
TGME49_256780	-1.5	22.26
TGME49_256788	74.7	0.17
TGME49_256792	-4.6	2.32
TGME49_256800	3.2	5.51
TGME49_256810	-1.1	11.57
TGME49_256820	-1.3	20.69
TGME49_256830	-2.2	19.28
TGME49_256840	-1.4	36.9
TGME49_256850	125.5	0.02
TGME49_256865	7.7	1.27
TGME49_256880	-1.3	14.77
TGME49_256900	-1.2	9.78
TGME49_256910	1.3	25.82
TGME49_256965	1	0.84
TGME49_256970	1.2	232.01
TGME49_256980	-2.1	48.89
TGME49_256990	1.2	100.84
TGME49_257000	1.9	7.4
TGME49_257010	-1.5	0.32
TGME49_257020	-1.2	67.97
TGME49_257030	1.6	16.9
TGME49_257040	-1	154.65
TGME49_257050	-2.8	47.22
TGME49_257060	1.3	54.79
TGME49_257070	-1.2	20.15
TGME49_257080	-1.9	34.8
TGME49_257090	1.9	776.48
TGME49_257100	1.6	17.92
TGME49_257110	-1.2	12
TGME49_257120	-3.8	45.43
TGME49_257130	202.1	0.41
TGME49_257150	-1.1	31.83
TGME49_257160	1.4	363.8
TGME49_257170	-2.5	20.8
TGME49_257180	-1.4	26.43
TGME49_257290	1.5	12.66
TGME49_257300	-4.4	64.81
TGME49_257310	-1.2	29.63
TGME49_257330	-1.7	15.82
TGME49_257340	-1.3	19.07
TGME49_257350	1	196.33
TGME49_257360	-118.7	39.38
TGME49_257370	-7	25.25
TGME49_257380	-5.6	679.41
TGME49_257390	-1	11.31
TGME49_257420	3.3	2.11
TGME49_257430	-7.1	27.07
TGME49_257440	1.1	28.92
TGME49_257460	1	0
TGME49_257470	-4	17.7
TGME49_257480	-1	86.49
TGME49_257490	1.4	93.32
TGME49_257500	-2.3	13.76
TGME49_257510	-2.9	72.7
TGME49_257520	-4.2	168.69
TGME49_257530	-2	1801.86
TGME49_257540	1	57.63
TGME49_257550	-9.2	87.61
TGME49_257560	2.1	11.13
TGME49_257568	198.1	0.26
TGME49_257572	330.2	0.82
TGME49_257580	-3.3	20.64
TGME49_257595	2.4	2.31
TGME49_257610	6.2	0.8
TGME49_257625	-1.3	14.8
TGME49_257640	3.3	6.19
TGME49_257650	1.8	10.61
TGME49_257670	2.8	4.68
TGME49_257680	-2.3	768.11
TGME49_257690	6.5	13
TGME49_257700	-1.3	7.56
TGME49_257710	-1.5	32.95
TGME49_257720	-1.7	17.77
TGME49_257730	1.8	25.06
TGME49_257740	-1.2	106.64
TGME49_257750	-1.8	115.56
TGME49_257760	-2.1	73.73
TGME49_257770	-1	19.51
TGME49_257780	-1	20.44
TGME49_257790	-2.1	2.49
TGME49_257800	-1.3	15.06
TGME49_257810	-3	4.31
TGME49_257910	9.5	4.04
TGME49_257925	122.1	0.01
TGME49_257945	3	16.84
TGME49_257960	-1.6	54.18
TGME49_257970	-4.9	1.36
TGME49_257980	-2	23.86
TGME49_257990	-2.4	110.83
TGME49_258000	-1.4	12.16
TGME49_258010	-1.4	17.97
TGME49_258020	3.2	5.23
TGME49_258030	1.2	20.5
TGME49_258040	1.7	4.39
TGME49_258050	-1.6	33.01
TGME49_258060	1.4	176.24
TGME49_258070	-1.7	74.08
TGME49_258080	-2	25.02
TGME49_258085	1	0.12
TGME49_258090	-3.8	82.57
TGME49_258100	1.1	31.45
TGME49_258110	-2.5	52.75
TGME49_258120	38.7	0.49
TGME49_258130	1.1	49.19
TGME49_258150	1	247.54
TGME49_258160	1.8	19.2
TGME49_258170	1.1	154.44
TGME49_258180	1.2	20.51
TGME49_258200	-3.1	0.67
TGME49_258210	-1	65.98
TGME49_258220	-35.5	105.17
TGME49_258225	-1.3	1.58
TGME49_258230	-6	169.25
TGME49_258240	-1.4	41.65
TGME49_258350	-1.1	16.54
TGME49_258360	-3.8	136.52
TGME49_258370	-6.7	1.11
TGME49_258380	1.3	25.12
TGME49_258390	-1.2	151.38
TGME49_258400	2.2	0.21
TGME49_258410	-3.1	1136.65
TGME49_258420	1.7	12.26
TGME49_258450	-1.9	27.11
TGME49_258470	-13	3647.45
TGME49_258480	-1.4	51.79
TGME49_258490	1.1	14.51
TGME49_258500	1.2	29.96
TGME49_258520	410.1	0.02
TGME49_258530	82.7	0.02
TGME49_258540	-23.9	113.39
TGME49_258550	-1.6	4.4
TGME49_258560	1.2	16.06
TGME49_258580	-162.4	1123.38
TGME49_258590	-1.9	25.09
TGME49_258610	-1	69.27
TGME49_258625	-1.3	31.47
TGME49_258630	-1.4	11.89
TGME49_258640	-1.2	19.77
TGME49_258650	1.1	19.05
TGME49_258660	-9.9	1513.65
TGME49_258670	644.8	0.15
TGME49_258680	-3.9	56.19
TGME49_258690	-1.8	75.3
TGME49_258700	-5.4	69.65
TGME49_258710	-2.2	27.35
TGME49_258720	-1.4	138.39
TGME49_258730	-8.4	544.61
TGME49_258740	1.1	62.26
TGME49_258770	-2.7	104.22
TGME49_258780	-4.1	96.08
TGME49_258790	-2.6	100.26
TGME49_258800	-11.2	37.7
TGME49_258810	1	0.26
TGME49_258820	-1.6	492.89
TGME49_258826	1.4	9.46
TGME49_258832	-2	29.84
TGME49_258840	9.6	2.27
TGME49_258850	2	19.9
TGME49_258860	-1.6	37.12
TGME49_258870	-508.6	507.14
TGME49_258880	4.1	4.11
TGME49_258890	1	0
TGME49_258900	-2.4	35.54
TGME49_258910	672.1	0.44
TGME49_258920	-1.2	29.99
TGME49_258930	1.5	247.73
TGME49_258940	1	225.71
TGME49_258950	-2.7	105.85
TGME49_258970	-1.3	12.93
TGME49_258980	-1.6	52.27
TGME49_258990	-1.4	18.43
TGME49_259000	-1.6	31.69
TGME49_259010	-1.4	96.38
TGME49_259020	-1277	1156.45
TGME49_259030	35	0
TGME49_259040	-1.6	39.42
TGME49_259050	-8.3	20.68
TGME49_259070	1.3	13.45
TGME49_259080	-1.2	13.5
TGME49_259090	-4.4	81.62
TGME49_259100	7.1	0.97
TGME49_259115	-1.3	18.74
TGME49_259130	1.2	5.42
TGME49_259140	1.3	13.59
TGME49_259150	15.9	0.67
TGME49_259155	20.1	0.88
TGME49_259160	1.1	8.33
TGME49_259168	1.3	9.32
TGME49_259172	-1.7	18.09
TGME49_259180	331.9	0
TGME49_259190	-1.2	14.92
TGME49_259200	1.5	9.08
TGME49_259205	-15.4	3.08
TGME49_259210	-1.7	28.02
TGME49_259220	1.4	27.4
TGME49_259230	-2.1	23.09
TGME49_259240	1.5	1852.91
TGME49_259250	1.3	9.36
TGME49_259260	-3.3	344.84
TGME49_259270	349.3	0
TGME49_259280	11	0
TGME49_259290	628.8	0.1
TGME49_259300	460.2	0.08
TGME49_259410	322.6	0
TGME49_259520	-1.4	73.11
TGME49_259530	1	30.93
TGME49_259550	-6.1	248.98
TGME49_259560	-1.4	23.62
TGME49_259570	1.2	90.33
TGME49_259580	1.3	102.1
TGME49_259590	1	0.09
TGME49_259600	-1.1	35.77
TGME49_259610	1.7	21.08
TGME49_259620	-2.3	1.26
TGME49_259630	-2.9	882.33
TGME49_259640	1	20.92
TGME49_259650	1.4	18.85
TGME49_259660	1.8	145.72
TGME49_259670	14.1	0.18
TGME49_259690	2.3	21.05
TGME49_259700	-13.1	201.95
TGME49_259710	1.1	160.52
TGME49_259720	-1.2	29.98
TGME49_259830	-1	37.34
TGME49_259840	-1.6	13.8
TGME49_259850	1.2	23.51
TGME49_259860	-1.8	23.24
TGME49_259870	-3.8	11.44
TGME49_259880	-4.6	74.65
TGME49_259890	1890.5	0.28
TGME49_259895	1	0
TGME49_259900	1.4	0.07
TGME49_259920	1.2	11.92
TGME49_259940	-4.4	236.76
TGME49_259950	-1.4	48.31
TGME49_259960	52	0.3
TGME49_259965	142.5	0.07
TGME49_259970	-3.3	42.19
TGME49_259980	-1.2	31.75
TGME49_259990	-2	82.92
TGME49_260000	95.7	0.05
TGME49_260010	1.6	33.19
TGME49_260020	-1.3	29.86
TGME49_260030	-1.4	10.18
TGME49_260140	-1.8	30.25
TGME49_260150	-1.4	6.78
TGME49_260160	1.1	8.42
TGME49_260170	1.4	15.2
TGME49_260180	-1.1	420.27
TGME49_260190	-44.1	96.77
TGME49_260200	-1.8	39.9
TGME49_260210	-1.3	16.18
TGME49_260220	-3.4	71.31
TGME49_260230	-1.1	20.46
TGME49_260240	-2.1	215.3
TGME49_260250	-1.3	48.92
TGME49_260260	1.9	2601.61
TGME49_260270	-1.8	25.59
TGME49_260310	7.8	24.39
TGME49_260320	1.3	44.44
TGME49_260325	1.4	34.11
TGME49_260330	1.5	17.47
TGME49_260340	1.8	8.54
TGME49_260360	-1.2	12.69
TGME49_260370	-1.9	227.87
TGME49_260375	-1.3	6.61
TGME49_260380	1.2	30.17
TGME49_260390	-2.1	21.05
TGME49_260400	-297.8	132.79
TGME49_260410	-2	26.59
TGME49_260420	-2.4	56.62
TGME49_260430	2	6.45
TGME49_260440	2.3	687.98
TGME49_260450	-1	10.36
TGME49_260460	472.8	0
TGME49_260470	-7.2	97.86
TGME49_260480	1.3	7.54
TGME49_260490	2.1	6.6
TGME49_260500	-1.9	793.44
TGME49_260510	1.6	70.66
TGME49_260520	-2.7	128.91
TGME49_260530	7.3	0.97
TGME49_260540	-5.7	187.75
TGME49_260550	-1.1	16.21
TGME49_260570	-1.8	47.74
TGME49_260580	-10.2	74.55
TGME49_260600	-2.9	112.5
TGME49_260610	1.5	21.74
TGME49_260620	-2	346.72
TGME49_260630	-1.1	88.64
TGME49_260640	-2.7	27.91
TGME49_260650	-1.9	13.31
TGME49_260660	-1.5	39.2
TGME49_260670	-2.1	57.05
TGME49_260680	-2.3	111.59
TGME49_260790	-1.7	53.82
TGME49_260800	-2.5	29.39
TGME49_260810	1.2	16.67
TGME49_260820	-3.5	373.38
TGME49_260825	-22.1	69.79
TGME49_260830	34.3	0.81
TGME49_260840	1.5	10.46
TGME49_260850	1.9	9.05
TGME49_260860	2.4	6.9
TGME49_260870	1.3	116.21
TGME49_260990	1.3	14.12
TGME49_261000	-1.8	68.66
TGME49_261010	-1.3	261.67
TGME49_261030	-1.2	13.81
TGME49_261040	21.2	1.04
TGME49_261050	-1.1	33.34
TGME49_261060	1.1	13.84
TGME49_261070	-2	98.15
TGME49_261080	-4.5	42.37
TGME49_261200	-1.5	10.4
TGME49_261210	1.1	139.87
TGME49_261220	1.2	29.54
TGME49_261230	-2.9	96
TGME49_261240	2.4	12.17
TGME49_261250	6.2	21.15
TGME49_261260	1.2	24.61
TGME49_261300	-1.4	21.48
TGME49_261370	-1.5	29.61
TGME49_261380	1.1	82.8
TGME49_261390	1	0.27
TGME49_261400	-2.6	212.45
TGME49_261410	-1.5	26.87
TGME49_261430	-2.9	32.17
TGME49_261440	-5.1	281.86
TGME49_261450	1.4	33.26
TGME49_261460	1.1	160.77
TGME49_261470	1.1	27.13
TGME49_261475	1.6	13.57
TGME49_261480	-1.1	67.14
TGME49_261490	-1.9	33.06
TGME49_261500	-2.2	45.2
TGME49_261510	1.2	13.04
TGME49_261520	1.1	87.48
TGME49_261530	962.3	0.03
TGME49_261540	1.1	129.15
TGME49_261560	1	0
TGME49_261570	2.3	1605.17
TGME49_261580	-3.1	118.35
TGME49_261590	1	52
TGME49_261600	1.1	81.68
TGME49_261610	-1.4	7.18
TGME49_261620	-2.2	53.32
TGME49_261630	21.5	0
TGME49_261660	-1.4	8.7
TGME49_261670	-1.1	39.17
TGME49_261680	1.5	19.95
TGME49_261690	2.3	32.36
TGME49_261700	1	0.38
TGME49_261710	-1.6	148.22
TGME49_261720	-1	76.62
TGME49_261730	-1.6	17.81
TGME49_261740	-1416.7	8974.45
TGME49_261750	-2	101.49
TGME49_261760	-1.6	84.76
TGME49_261770	1	0
TGME49_261780	-12.6	485.8
TGME49_261790	-1.3	27.97
TGME49_261850	-2.5	9.31
TGME49_261940	1	12.65
TGME49_261950	1.7	407.3
TGME49_261955	-4.8	29.3
TGME49_261960	-1.2	9.99
TGME49_261970	-3.6	226.48
TGME49_261980	-1.6	51.99
TGME49_261990	-2.1	35.93
TGME49_262000	1.2	18.65
TGME49_262010	-4.5	238.57
TGME49_262020	1.3	0.67
TGME49_262030	1.1	9.99
TGME49_262040	1.1	129.16
TGME49_262050	-1128.7	1012.4
TGME49_262060	-1.7	41.02
TGME49_262070	-1.5	118.47
TGME49_262080	-1.7	25.43
TGME49_262090	1	0.06
TGME49_262100	-2.1	206.92
TGME49_262110	-39	10.21
TGME49_262120	-1.8	64.72
TGME49_262130	-1.9	57.35
TGME49_262140	-1.6	48.61
TGME49_262150	-1.3	40.8
TGME49_262160	17.5	0.1
TGME49_262170	-1.7	73.51
TGME49_262380	1.2	132.81
TGME49_262390	-2.9	30.4
TGME49_262400	-4.4	118.12
TGME49_262410	-2	51.06
TGME49_262420	-1.6	17.34
TGME49_262430	-2.2	35.51
TGME49_262440	21.6	0.03
TGME49_262450	-2.6	63.25
TGME49_262460	-1.8	16.18
TGME49_262470	1.3	4.97
TGME49_262480	1.2	99.21
TGME49_262490	-13.9	295.35
TGME49_262510	-1.7	15.91
TGME49_262520	-1.1	17.3
TGME49_262530	-2	59.24
TGME49_262540	1.4	7.39
TGME49_262550	1.1	9.19
TGME49_262560	-1.9	279.81
TGME49_262610	-1.5	64.85
TGME49_262620	1.1	1160.92
TGME49_262630	-30	82.12
TGME49_262640	1.6	438.66
TGME49_262650	-1.5	23.65
TGME49_262660	-1.8	25.71
TGME49_262670	1.8	1914.24
TGME49_262680	1.3	9.92
TGME49_262690	1.9	856.82
TGME49_262690	1.9	856.82
TGME49_262700	-1.3	20.68
TGME49_262710	-3.4	528.2
TGME49_262715	1	0.54
TGME49_262720	1.8	477.25
TGME49_262730	-1257.1	321.19
TGME49_262740	-2.2	19.87
TGME49_262750	-1.4	12.99
TGME49_262760	-1.7	28.69
TGME49_262780	-1.4	36.36
TGME49_262800	73.7	0.15
TGME49_262810	-1.1	39.33
TGME49_262825	-1.2	3.42
TGME49_262850	-2.8	23.82
TGME49_262860	1.2	80.6
TGME49_262880	-1.2	20.93
TGME49_262890	84.6	1.17
TGME49_262900	-1.3	10.16
TGME49_262910	-1.2	72.7
TGME49_262920	-8.9	177.04
TGME49_262930	-1.5	93.48
TGME49_262933	-6.8	63.69
TGME49_262935	1.2	46.37
TGME49_262940	1.5	1.45
TGME49_262950	-4.1	91.31
TGME49_262960	1.2	82.33
TGME49_262970	-391.4	263.24
TGME49_262980	-1.3	33.88
TGME49_262990	-1.1	9.19
TGME49_263000	-2.6	33.69
TGME49_263010	1.1	0
TGME49_263020	1.2	121.93
TGME49_263030	3	30.9
TGME49_263040	2.1	1670.34
TGME49_263050	1.5	2166
TGME49_263060	-1.6	141.05
TGME49_263070	-1.1	182.76
TGME49_263080	-1	257.22
TGME49_263085	-1	21.14
TGME49_263090	1.1	2807.28
TGME49_263100	1.1	14.52
TGME49_263110	1.2	11.35
TGME49_263120	-1.3	10.3
TGME49_263130	-3.4	82.95
TGME49_263135	1	0.19
TGME49_263140	-1.6	26.76
TGME49_263150	-1	28.87
TGME49_263170	2.4	14.98
TGME49_263180	-2.9	140.88
TGME49_263190	1.6	22.46
TGME49_263200	-22.9	19.23
TGME49_263210	1.5	22.59
TGME49_263220	2.1	50.05
TGME49_263230	-1.6	53.22
TGME49_263240	1.1	170.32
TGME49_263245	1	0.06
TGME49_263250	1	0
TGME49_263260	1.5	57.28
TGME49_263270	-6.1	156.56
TGME49_263280	-1.2	32.93
TGME49_263290	-1.6	103.79
TGME49_263300	1	789.18
TGME49_263310	-1.3	41.59
TGME49_263320	-1	289.83
TGME49_263323	1	31.24
TGME49_263330	-1.7	32.83
TGME49_263340	1.8	8.71
TGME49_263350	41.8	0.05
TGME49_263360	-2	21.42
TGME49_263380	46.1	0.31
TGME49_263390	-1.6	53.04
TGME49_263400	-1.9	69.36
TGME49_263410	-1.2	4.97
TGME49_263420	-1.1	46.71
TGME49_263430	-2	26.22
TGME49_263440	1.3	30.21
TGME49_263450	1.5	5.75
TGME49_263470	-1.1	105.51
TGME49_263480	-1.3	49.34
TGME49_263490	-1.9	47.94
TGME49_263500	-1.3	66.34
TGME49_263510	-1.8	19.83
TGME49_263520	-4.7	632.44
TGME49_263530	1.7	402.07
TGME49_263540	-1.4	12.14
TGME49_263550	-2	107.96
TGME49_263560	-13.9	148.24
TGME49_263570	-1.2	233.81
TGME49_263580	-1.3	39.31
TGME49_263580	-1.3	39.31
TGME49_263590	-3.3	55.67
TGME49_263595	1.2	36.88
TGME49_263610	-1.6	21.82
TGME49_263630	1.6	473.39
TGME49_263650	1.5	21.87
TGME49_263660	-2.9	16.55
TGME49_263670	1.3	6.94
TGME49_263680	1	23.51
TGME49_263690	-1.6	16.14
TGME49_263700	2	1253.39
TGME49_263710	-2.5	83.77
TGME49_263720	1.9	86.43
TGME49_263730	-1.5	92.3
TGME49_263740	1.3	11.6
TGME49_263750	-115	42.38
TGME49_263760	-1.3	9.36
TGME49_263785	-3.2	13.62
TGME49_263800	1	5.65
TGME49_263810	-1.2	197.67
TGME49_263820	2.2	22.7
TGME49_263840	-1.8	30.74
TGME49_263850	-2.2	289.06
TGME49_263860	-1.1	56.57
TGME49_263870	1.3	127.67
TGME49_263980	-2.8	21.66
TGME49_263990	2	99.96
TGME49_264000	1.7	60.67
TGME49_264010	1.2	55.81
TGME49_264020	-1.5	34.37
TGME49_264030	1.2	128.37
TGME49_264040	1.3	559.94
TGME49_264050	-1.7	53.31
TGME49_264060	1.7	91.61
TGME49_264070	1.7	0.64
TGME49_264075	1	0.35
TGME49_264080	1.2	481
TGME49_264090	-1.3	17.31
TGME49_264100	5.7	1
TGME49_264110	1.1	7.71
TGME49_264120	1	9.16
TGME49_264130	-1.2	26
TGME49_264140	-2.5	9.05
TGME49_264150	-25.1	12.71
TGME49_264160	-1.5	17.63
TGME49_264170	68.3	0.69
TGME49_264178	21.9	0.58
TGME49_264190	-1.1	12.89
TGME49_264200	-1.5	15.66
TGME49_264210	-2.1	22.22
TGME49_264220	-1.6	27.96
TGME49_264225	7.4	27.57
TGME49_264230	1	0.64
TGME49_264240	1.2	6.03
TGME49_264250	-1.4	11.8
TGME49_264260	4.7	31.33
TGME49_264440	-1.1	85.93
TGME49_264450	-1.2	42.22
TGME49_264460	-1.1	13.92
TGME49_264472	-1.1	26.53
TGME49_264485	8.2	1.11
TGME49_264600	-10.3	279.44
TGME49_264610	1.6	235.85
TGME49_264620	2	0.27
TGME49_264630	290.6	0.59
TGME49_264640	-2.1	87.8
TGME49_264650	1.1	32.17
TGME49_264660	-459	315.9
TGME49_264670	-1.7	9.72
TGME49_264690	-1.7	33.21
TGME49_264700	28.7	0.14
TGME49_264710	-1.2	48.4
TGME49_264720	-1.5	37.09
TGME49_264730	1.6	46.68
TGME49_264740	-1.3	116.04
TGME49_264752	1.5	5
TGME49_264760	-1.4	37.87
TGME49_264770	-2.9	224.86
TGME49_264780	-1.5	38.13
TGME49_264790	2	5.25
TGME49_264805	1.2	0.08
TGME49_264820	-1.8	31.7
TGME49_264830	-1.1	36.91
TGME49_264840	-1.3	12.14
TGME49_264860	-1.1	8.04
TGME49_264870	-5.7	72.76
TGME49_264875	1	0.63
TGME49_264880	-2.1	45.26
TGME49_264890	-1.1	9.08
TGME49_264900	-3.1	66.44
TGME49_264940	-3.3	48.19
TGME49_264950	-1.1	19.95
TGME49_264960	-1.2	25.08
TGME49_264970	-2.5	46.68
TGME49_264980	-3.4	10.41
TGME49_264990	-6.5	632.45
TGME49_265000	-1.2	17.34
TGME49_265010	-2.4	35.85
TGME49_265020	-1.1	55.04
TGME49_265030	396.4	1.14
TGME49_265040	-2	47.58
TGME49_265050	125.3	0.06
TGME49_265060	11.9	2.62
TGME49_265065	3.9	3.9
TGME49_265070	-2.3	63.06
TGME49_265080	-2.4	36.17
TGME49_265090	-2.4	65.08
TGME49_265100	3.5	0
TGME49_265110	1.1	42.15
TGME49_265140	2	18.11
TGME49_265150	1.3	40.11
TGME49_265160	1	0.12
TGME49_265170	1	29.81
TGME49_265175	-1	0.42
TGME49_265180	1.1	43.45
TGME49_265190	-1.7	30.64
TGME49_265205	3.6	1.85
TGME49_265220	1.8	66.29
TGME49_265230	1.5	9.25
TGME49_265240	-1.2	17.91
TGME49_265250	-1.1	35.47
TGME49_265260	-1.3	40.65
TGME49_265270	-3	76.23
TGME49_265280	1.1	20.17
TGME49_265290	1	0.03
TGME49_265310	-1.2	196.69
TGME49_265320	61.2	1.64
TGME49_265330	-2.1	301.87
TGME49_265340	3	19
TGME49_265360	2.9	23.43
TGME49_265370	1.2	625.82
TGME49_265380	1.1	41.79
TGME49_265390	-6.6	73.71
TGME49_265400	1.1	28.54
TGME49_265410	-1.1	31.73
TGME49_265420	-2.2	221.38
TGME49_265430	17.6	2.1
TGME49_265440	-1.1	54.24
TGME49_265450	2.5	304.44
TGME49_265455	3.6	1.35
TGME49_265460	-1.1	34.81
TGME49_265470	-1.7	38.03
TGME49_265500	-1.6	16.89
TGME49_265510	-2	179.59
TGME49_265520	-2.3	131.69
TGME49_265530	-1.1	123.18
TGME49_265538	1.4	0.15
TGME49_265542	-3.4	0.76
TGME49_265650	-10.8	39.73
TGME49_265770	-2.1	36.04
TGME49_265780	-5.8	20.06
TGME49_265790	-16	381.18
TGME49_265810	1.4	14.95
TGME49_265820	-1.1	14.25
TGME49_265830	-1.1	30.04
TGME49_265840	-1.1	39.16
TGME49_265850	-1.1	14.73
TGME49_265860	3.8	7.63
TGME49_265870	-2.5	47.96
TGME49_265990	1.8	25.99
TGME49_266010	-3	6.71
TGME49_266030	1	72.99
TGME49_266050	1.2	52.7
TGME49_266060	2.1	1425.06
TGME49_266065	362.7	2.61
TGME49_266070	2	2033.59
TGME49_266080	-1425.8	704.44
TGME49_266090	-3.3	62.41
TGME49_266100	-593.6	132.76
TGME49_266105	10.7	1.37
TGME49_266110	-1.3	19.95
TGME49_266120	-1.8	200.66
TGME49_266130	21.5	0.24
TGME49_266140	-3.9	139.09
TGME49_266150	-1.4	0.25
TGME49_266260	-1	53.24
TGME49_266270	148.5	1.65
TGME49_266280	-1.9	70.16
TGME49_266290	1.1	0.05
TGME49_266300	-3.3	312.31
TGME49_266310	-1.3	37.71
TGME49_266320	-4.2	68.34
TGME49_266330	1	0.05
TGME49_266335	6.6	0
TGME49_266340	67.1	0.47
TGME49_266360	1.7	18.99
TGME49_266366	-1.1	118.74
TGME49_266368	6.2	0.16
TGME49_266372	-1.4	19.81
TGME49_266380	-1.5	20.22
TGME49_266390	-2.1	17.68
TGME49_266400	1.2	22.5
TGME49_266410	-1.3	41.99
TGME49_266435	-12.4	30.87
TGME49_266450	-2	72.92
TGME49_266460	1.5	323.7
TGME49_266470	1.2	105.08
TGME49_266480	2.3	15.69
TGME49_266500	3	7.37
TGME49_266600	178.4	3.4
TGME49_266610	51.4	4.93
TGME49_266610	51.4	4.93
TGME49_266620	1	116.02
TGME49_266630	-3.5	51.07
TGME49_266640	-4	330.2
TGME49_266650	1340.5	0.74
TGME49_266660	41.6	0.13
TGME49_266670	3.6	0.81
TGME49_266675	-1	36.97
TGME49_266680	-1.1	25.83
TGME49_266690	-1.8	42.76
TGME49_266700	569.8	2.02
TGME49_266710	29.2	0
TGME49_266720	2.9	0
TGME49_266730	1.4	27.5
TGME49_266740	67.6	1.36
TGME49_266750	1.3	163.88
TGME49_266760	3.6	152.32
TGME49_266760	3.6	152.32
TGME49_266770	1	0
TGME49_266785	2012.9	0.09
TGME49_266800	-1.5	74.08
TGME49_266810	-2.4	148.95
TGME49_266830	-4.6	24.47
TGME49_266840	1.3	40.54
TGME49_266850	1.3	40.96
TGME49_266860	2.9	61.62
TGME49_266870	1.5	16.63
TGME49_266880	2.4	38.37
TGME49_266890	-83.8	92.44
TGME49_266900	-242.5	205.45
TGME49_266910	-22.9	44.48
TGME49_266920	-153.2	549.32
TGME49_266930	-1.3	25.32
TGME49_266940	-2.2	20.59
TGME49_266950	-1.3	18.93
TGME49_266960	-1.6	2458.81
TGME49_266970	-251.5	288.27
TGME49_266980	-2.1	1.43
TGME49_266990	-1.4	149.91
TGME49_267000	-1.2	1.48
TGME49_267010	-2.7	12.48
TGME49_267020	-2.7	35.64
TGME49_267030	8.9	0.85
TGME49_267040	-1.4	40.56
TGME49_267045	11.1	0.33
TGME49_267050	-1.3	207.26
TGME49_267060	2.1	1363.85
TGME49_267070	-17.5	194.76
TGME49_267080	-1	213.39
TGME49_267090	1.4	20.45
TGME49_267100	-2.5	67.15
TGME49_267120	1.1	37.53
TGME49_267130	1.1	15.36
TGME49_267140	1.2	39.73
TGME49_267150	6.6	3.06
TGME49_267160	1.2	31.17
TGME49_267270	-2.6	32.32
TGME49_267280	-2.4	30.29
TGME49_267290	1	0
TGME49_267300	-1.8	121.66
TGME49_267330	1.4	76.39
TGME49_267340	1.1	82.01
TGME49_267350	1.4	226.05
TGME49_267360	1.3	6.15
TGME49_267370	-2.9	20.01
TGME49_267380	-1.5	51.77
TGME49_267390	1.2	111
TGME49_267400	2.4	1949.49
TGME49_267410	23.2	0.12
TGME49_267420	1.1	369.16
TGME49_267430	-2	226.19
TGME49_267435	1	0.05
TGME49_267440	-1.2	56.77
TGME49_267450	-3.6	58.49
TGME49_267460	6.7	4.13
TGME49_267470	111	9.13
TGME49_267480	1.6	19.55
TGME49_267490	3.1	0.21
TGME49_267500	-5.1	552.97
TGME49_267510	-1.7	50.09
TGME49_267520	-2.4	55.59
TGME49_267530	-1.6	20.27
TGME49_267540	2.2	3.63
TGME49_267550	-1.4	78.06
TGME49_267560	-1.5	26.3
TGME49_267570	1.2	5.35
TGME49_267580	-3.7	138.57
TGME49_267585	-2.6	51.2
TGME49_267590	-1.4	55.38
TGME49_267600	1.5	45.15
TGME49_267610	-4.2	2.12
TGME49_267620	-5.4	123.19
TGME49_267642	-20.1	14.5
TGME49_267650	-1.4	10.91
TGME49_267660	-2.7	62.73
TGME49_267670	2	20.11
TGME49_267680	9	38.61
TGME49_267690	-1.2	16.63
TGME49_267700	1.5	34.53
TGME49_267710	-1.4	34.39
TGME49_267720	-2.1	50.32
TGME49_267725	2.8	9.62
TGME49_267730	-1.1	25.32
TGME49_267740	-288.7	176.49
TGME49_267750	-1.4	41.48
TGME49_267760	-1.5	22.28
TGME49_267775	1	14.84
TGME49_267790	-1	11.33
TGME49_267800	-2.5	70.05
TGME49_267810	-1.9	107.25
TGME49_267820	-1.9	28.86
TGME49_267840	-1.9	42.09
TGME49_267855	-1.9	18.02
TGME49_267875	4.4	1.33
TGME49_267980	5.2	33.31
TGME49_267990	1	0
TGME49_268000	-1.4	26.57
TGME49_268010	1.7	5.72
TGME49_268020	18.9	0.77
TGME49_268035	3.8	0.83
TGME49_268170	-74.3	133.06
TGME49_268176	-4.4	28.82
TGME49_268178	-106.1	100.52
TGME49_268182	-5.2	23.35
TGME49_268190	130.7	0.05
TGME49_268200	-1.8	166.34
TGME49_268210	1.1	32.41
TGME49_268220	-2.2	73.04
TGME49_268240	-1.9	3.23
TGME49_268250	-1.3	49.85
TGME49_268260	-1.1	18.03
TGME49_268270	132.5	0
TGME49_268290	-1.7	23.45
TGME49_268300	2.2	68.63
TGME49_268310	3.6	0.29
TGME49_268320	-2.1	17.98
TGME49_268330	-2.7	19.65
TGME49_268340	-1.7	29.77
TGME49_268350	-1.8	24
TGME49_268360	-83.9	28.59
TGME49_268370	-1.5	13.32
TGME49_268380	-4.3	32.02
TGME49_268390	-2.4	23.83
TGME49_268400	-1.1	21.8
TGME49_268430	-1.9	26.53
TGME49_268560	-2.1	18.79
TGME49_268570	-1.1	129.47
TGME49_268580	-1	56.45
TGME49_268590	-1.6	96
