gene_id	gene_name	previous_ids	product
PF3D7_1331700	N/A	Previous IDs: PF13_0170	glutamine--tRNA ligase, putative
PF3D7_1331800	N/A	Previous IDs: PF13_0171	60S ribosomal protein L23, putative
PF3D7_1331900	N/A	Previous IDs: PF3D7_13_snoR18;PF3D7_13_snoR18.1	small nucleolar RNA snoR18
PF3D7_1332000	SYN5	Previous IDs: MAL13P1.169	syntaxin, Qa-SNARE family
PF3D7_1332100	N/A	Previous IDs: PF13_0172	conserved protein, unknown function
PF3D7_1332200	N/A	Previous IDs: PF13_0173	conserved protein, unknown function
PF3D7_1332300	TRAPPC2	Previous IDs: PF13_0174	trafficking protein particle complex subunit 2, putative
PF3D7_1332400	N/A	Previous IDs: MAL13P1.170	nucleotidyltransferase, putative
PF3D7_1332500	N/A	Previous IDs: PF13_0175	SAM-dependent RNA methyltransferase, putative
PF3D7_1332600	APN1	Previous IDs: PF13_0176	DNA-(apurinic or apyrimidinic site) lyase 1
PF3D7_1332700	DBP8	Previous IDs: PF13_0177	ATP-dependent RNA helicase DBP8, putative
PF3D7_1332800	N/A	Previous IDs: PF13_0178	eukaryotic translation initiation factor 6, putative
PF3D7_1332900	cyto-IRS	Previous IDs: PF13_0179	isoleucine--tRNA ligase, putative
PF3D7_1333000	CPN20	Previous IDs: PF13_0180	20 kDa chaperonin
PF3D7_1333100	N/A	Previous IDs: PF13_0181	conserved Plasmodium protein, unknown function
PF3D7_1333200	UBA1	Previous IDs: PF13_0182	ubiquitin-activating enzyme
PF3D7_1333300	N/A	Previous IDs: MAL13P1.171	transmembrane emp24 domain-containing protein, putative
PF3D7_1333400	N/A	Previous IDs: MAL13P1.172	AMMECR1 domain-containing protein, putative
PF3D7_1333500	N/A	Previous IDs: PF13_0183	conserved Plasmodium protein, unknown function
PF3D7_1333600	UTP4	Previous IDs: PF13_0184	U3 small nucleolar RNA-associated protein 4, putative
PF3D7_1333700	CenH3	Previous IDs: PF13_0185	histone H3-like centromeric protein CSE4
PF3D7_1333800	N/A	Previous IDs: PF13_0186	Voldacs domain-containing protein, putative
PF3D7_1333900	N/A	Previous IDs: PF13_0187	conserved Plasmodium protein, unknown function
PF3D7_1334000	N/A	Previous IDs: PF13_0188	RING zinc finger protein, putative
PF3D7_1334100	ORC4	Previous IDs: PF13_0189	origin recognition complex subunit 4, putative
PF3D7_1334200	N/A	Previous IDs: PF13_0190	chaperone binding protein, putative
PF3D7_1334300	MSRP5	Previous IDs: PF13_0191	MSP7-like protein
PF3D7_1334400	MSRP4	Previous IDs: MAL13P1.173	MSP7-like protein
PF3D7_1334500	MSRP6	Previous IDs: PF13_0192	MSP7-like protein
PF3D7_1334600	MSRP3	Previous IDs: PF13_0193	MSP7-like protein
PF3D7_1334700	MSRP7	Previous IDs: PF13_0194	MSP7-like protein
PF3D7_1334800	MSRP2	Previous IDs: MAL13P1.174	MSP7-like protein
PF3D7_1334900	N/A	Previous IDs: MAL13P1.175;PF13_0195	MSP7-like protein, fragment, pseudogene
PF3D7_1335000	MSRP1	Previous IDs: PF13_0196	MSP7-like protein
PF3D7_1335100	MSP7	Previous IDs: PF13_0197	merozoite surface protein 7
PF3D7_1335200	RH6	Previous IDs: PF13_0197a	reticulocyte binding protein homologue 6, pseudogene
PF3D7_1335300	RH2b	Previous IDs: MAL13P1.176	reticulocyte binding protein 2 homologue b
PF3D7_1335400	RH2a	Previous IDs: PF13_0198	reticulocyte binding protein 2 homologue a
PF3D7_1335500	N/A	Previous IDs: MAL13P1.177	DNA replication complex GINS protein, putative
PF3D7_1335600	N/A	Previous IDs: MAL13P1.178	WD repeat-containing protein, putative
PF3D7_1335700	COG3	Previous IDs: PF13_0199	conserved oligomeric Golgi complex subunit 3, putative
PF3D7_1335800	N/A	Previous IDs: PF13_0200	conserved Plasmodium protein, unknown function
PF3D7_1335900	TRAP	Previous IDs: PF13_0201	thrombospondin-related anonymous protein
PF3D7_1336000	N/A	Previous IDs: MAL13P1.179	conserved Plasmodium protein, unknown function
PF3D7_1336100	N/A	Previous IDs: PF13_0202	WPP motif-containing protein, putative
PF3D7_1336200	N/A	Previous IDs: MAL13P1.180	conserved Plasmodium protein, unknown function
PF3D7_1336300	N/A	Previous IDs: MAL13P1.181	conserved Plasmodium membrane protein, unknown function
PF3D7_1336400	N/A	Previous IDs: MAL13P1.182	RanBPM and CLTH-like protein, putative
PF3D7_1336500	N/A	Previous IDs: PF3D7_13_snoR19;PF3D7_13_snoR19.1	small nucleolar RNA snoR19
PF3D7_1336600	N/A	Previous IDs: MAL13P1.183	conserved protein, unknown function
PF3D7_1336700	PV3	Previous IDs: PF13_0203	parasitophorous vacuolar protein 3, putative
PF3D7_1336800	NUDC	Previous IDs: PF13_0204	nuclear movement protein, putative
PF3D7_1336900	cTrpRS	Previous IDs: PF13_0205	tryptophan--tRNA ligase
PF3D7_1337000	OCT1	Previous IDs: MAL13P1.184	mitochondrial intermediate peptidase, putative
PF3D7_1337100	PK6	Previous IDs: MAL13P1.185;PF13_0206	protein kinase 6
PF3D7_1337200	DXS	Previous IDs: MAL13P1.186;PF13_0207	1-deoxy-D-xylulose 5-phosphate synthase
PF3D7_1337300	N/A	Previous IDs: PF13_0208	exoribonuclease, putative
PF3D7_1337400	N/A	Previous IDs: PF13_0209	zinc finger protein, putative
PF3D7_1337500	N/A	Previous IDs: PF13_0210	conserved Plasmodium protein, unknown function
PF3D7_1337600	N/A	Previous IDs: MAL13_tRNA_Ser1;MAL13_tRNA_Ser1:tRNA	tRNA Serine
PF3D7_1337700	PH2	Previous IDs: MAL13P1.188	phosphoinositide-binding protein PH2
PF3D7_1337800	CDPK5	Previous IDs: PF13_0211	calcium-dependent protein kinase 5
PF3D7_1337900	N/A	Previous IDs: PF13_0212	conserved Plasmodium protein, unknown function
PF3D7_1338000	N/A	Previous IDs: MAL13P1.189	LMBR1 domain-containing protein, putative
PF3D7_1338100	RPN3	Previous IDs: MAL13P1.190	26S proteasome regulatory subunit RPN3, putative
PF3D7_1338200	RPL6	Previous IDs: PF13_0213	60S ribosomal protein L6, putative
PF3D7_1338300	EF-1gamma	Previous IDs: PF13_0214	elongation factor 1-gamma, putative
PF3D7_1338400	N/A	Previous IDs: MAL13P1.191	SprT-like domain-containing protein, putative
PF3D7_1338500	N/A	Previous IDs: MAL13P1.192	conserved Plasmodium protein, unknown function
PF3D7_1338600	N/A	Previous IDs: MAL13P1.193	conserved protein, unknown function
PF3D7_1338700	N/A	Previous IDs: MAL13P1.194	conserved protein, unknown function
PF3D7_1338800	N/A	Previous IDs: MAL13P1.195	CPW-WPC family protein
PF3D7_1338900	N/A	Previous IDs: MAL13P1.196	serine/threonine protein kinase, putative
PF3D7_1339000	N/A	Previous IDs: MAL13P1.197	conserved Plasmodium protein, unknown function
PF3D7_1339100	N/A	Previous IDs: MAL13_tRNA_Met1;MAL13_tRNA_Met1:tRNA	tRNA Methionine
PF3D7_1339200	N/A	Previous IDs: MAL13_tRNA_Pro1;MAL13_tRNA_Pro1:tRNA	tRNA Proline
PF3D7_1339300	N/A	Previous IDs: PF13_0215	conserved protein, unknown function
PF3D7_1339400	ApiCOX14	Previous IDs: PF13_0216	cytochrome c oxidase subunit ApiCOX14, putative
PF3D7_1339500	N/A	Previous IDs: MAL13P1.200	ribosomal protein L49, mitochondrial, putative
PF3D7_1339600	N/A	Previous IDs: MAL13P1.201	conserved Plasmodium protein, unknown function
PF3D7_1339700	N/A	Previous IDs: MAL13P1.202	conserved Plasmodium protein, unknown function
PF3D7_1339800	MZT1	Previous IDs: PF13_0217	mitotic-spindle organizing protein 1, putative
PF3D7_1339900	ABCB5	Previous IDs: PF13_0218	ABC transporter B family member 5, putative
PF3D7_1340000	PSOP7	Previous IDs: MAL13P1.203	secreted ookinete protein, putative
PF3D7_1340100	RRP42	Previous IDs: MAL13P1.204	exosome complex component RRP42, putative
PF3D7_1340200	N/A	Previous IDs: PF13_0218a	conserved Plasmodium protein, unknown function
PF3D7_1340300	N/A	Previous IDs: PF13_0219	nucleolar complex protein 2, putative
PF3D7_1340400	N/A	Previous IDs: PF13_0220	ROVER protein, putative
PF3D7_1340500	N/A	Previous IDs: PF13_0221	inner centromere protein, putative
PF3D7_1340600	DBR1	Previous IDs: PF13_0222	RNA lariat debranching enzyme, putative
PF3D7_1340700	RAB11b	Previous IDs: MAL13P1.205;MAL13P1.375	ras-related protein Rab-11B
PF3D7_1340800	MPC1	Previous IDs: PF13_0223	mitochondrial pyruvate carrier protein 1, putative
PF3D7_1340900	PiT	Previous IDs: MAL13P1.206	sodium-dependent phosphate transporter
PF3D7_1341000	N/A	Previous IDs: MAL13_tRNA_Arg1;MAL13_tRNA_Arg1:tRNA	tRNA Arginine
PF3D7_1341100	N/A	Previous IDs: MAL13_U6_snRNA;MAL13_U6_snRNA:snRNA	U6 spliceosomal RNA
PF3D7_1341200	N/A	Previous IDs: PF13_0224	60S ribosomal protein L18, putative
PF3D7_1341300	N/A	Previous IDs: MAL13P1.209	60S ribosomal protein L18-2, putative
PF3D7_1341400	N/A	Previous IDs: PF3D7_13_snoR20;PF3D7_13_snoR20.1	small nucleolar RNA snoR20
PF3D7_1341500	ISC1	Previous IDs: PF13_0225	inner membrane complex suture component, putative
PF3D7_1341600	GPI10	Previous IDs: MAL13P1.210	GPI mannosyltransferase 3
PF3D7_1341700	N/A	Previous IDs: MAL13P1.211	conserved Plasmodium protein, unknown function
PF3D7_1341800	IMC1k	Previous IDs: PF13_0226	inner membrane complex protein 1k, putative
PF3D7_1341900	N/A	Previous IDs: PF13_0227	V-type proton ATPase subunit D, putative
PF3D7_1342000	N/A	Previous IDs: PF13_0228	40S ribosomal protein S6
PF3D7_1342100	IRP	Previous IDs: PF13_0229	aconitate hydratase
PF3D7_1342200	N/A	Previous IDs: PF13_0230	conserved Plasmodium membrane protein, unknown function
PF3D7_1342300	N/A	Previous IDs: PF13_0231	tetratricopeptide repeat protein, putative
PF3D7_1342400	CK2beta2	Previous IDs: PF13_0232	casein kinase II beta chain
PF3D7_1342500	SPECT1	Previous IDs: MAL13P1.212	sporozoite protein essential for cell traversal
PF3D7_1342600	MyoA	Previous IDs: PF13_0233	myosin A
PF3D7_1342700	RPB12	Previous IDs: MAL13P1.213	DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative
PF3D7_1342800	PEPCK	Previous IDs: PF13_0234	phosphoenolpyruvate carboxykinase
PF3D7_1342900	AP2-HS	Previous IDs: PF13_0235	AP2 domain transcription factor AP2-HS
PF3D7_1343000	PMT	Previous IDs: MAL13P1.214	phosphoethanolamine N-methyltransferase
PF3D7_1343100	N/A	Previous IDs: MAL13P1.215	conserved Plasmodium protein, unknown function
PF3D7_1343200	N/A	Previous IDs: PF13_0236	tRNA guanosine-2'-O-methyltransferase, putative
PF3D7_1343300	N/A	Previous IDs: PF13_0237	CDT1-like protein, putative
PF3D7_1343400	RAD5	Previous IDs: MAL13P1.216	DNA repair protein RAD5, putative
PF3D7_1343500	N/A	Previous IDs: MAL13P1.217	conserved protein, unknown function
PF3D7_1343600	N/A	Previous IDs: MAL13P1.218	UDP-N-acetylglucosamine pyrophosphorylase, putative
PF3D7_1343700	Kelch13	Previous IDs: PF13_0238	kelch protein K13
PF3D7_1343800	N/A	Previous IDs: MAL13P1.380	VPS13 domain-containing protein, putative
PF3D7_1343900	PRPF4	Previous IDs: MAL13P1.385	U4/U6 small nuclear ribonucleoprotein PRP4, putative
PF3D7_1344000	N/A	Previous IDs: MAL13P1.390	aminomethyltransferase, putative
PF3D7_1344100	N/A	Previous IDs: MAL13P1.395	TLD domain-containing protein, putative
PF3D7_1344200	GRP170	Previous IDs: MAL13P1.540	endoplasmic reticulum chaperone GRP170
PF3D7_1344300	N/A	Previous IDs: MAL13P1.405	zinc finger protein, putative
PF3D7_1344400	N/A	Previous IDs: MAL13P1.219a	conserved Plasmodium protein, unknown function
PF3D7_1344500	USB1	Previous IDs: MAL13P1.219	U6 snRNA phosphodiesterase, putative
PF3D7_1344600	LipA	Previous IDs: MAL13P1.220	lipoyl synthase
PF3D7_1344700	N/A	Previous IDs: PF13_0239	conserved Plasmodium protein, unknown function
PF3D7_1344800	ATCase	Previous IDs: MAL13P1.221;PF13_0240	aspartate carbamoyltransferase
PF3D7_1344900	N/A	Previous IDs: MAL13P1.222	conserved Plasmodium protein, unknown function
PF3D7_1345000	N/A	Previous IDs: MAL13P1.223;MAL13P1.224	RING zinc finger protein, putative
PF3D7_1345100	TRX2	Previous IDs: MAL13P1.225	thioredoxin 2
PF3D7_1345200	ROM6	Previous IDs: PF13_0241	rhomboid protease ROM6, putative
PF3D7_1345300	ApiCOX16	Previous IDs: PF13_0241a	cytochrome c oxidase subunit ApiCOX16, putative
PF3D7_1345400	N/A	Previous IDs: MAL13P1.226	conserved Plasmodium protein, unknown function
PF3D7_1345500	UBC	Previous IDs: MAL13P1.227	ubiquitin-conjugating enzyme E2
PF3D7_1345600	N/A	Previous IDs: MAL13P1.228	inner membrane complex protein
PF3D7_1345700	IDH	Previous IDs: PF13_0242	isocitrate dehydrogenase [NADP], mitochondrial
PF3D7_1345800	N/A	Previous IDs: PF13_0243	conserved Plasmodium protein, unknown function
PF3D7_1345900	SPC25	Previous IDs: MAL13P1.229	kinetochore protein SPC25, putative
PF3D7_1346000	N/A	Previous IDs: MAL13P1.230	dynactin subunit 2, putative
PF3D7_1346100	SEC61A	Previous IDs: MAL13P1.231;PF13_0244	protein transport protein SEC61 subunit alpha
PF3D7_1346200	N/A	Previous IDs: MAL13P1.232	nuclear import protein MOG1, putative
PF3D7_1346300	ALBA2	Previous IDs: MAL13P1.233	DNA/RNA-binding protein Alba 2
PF3D7_1346400	N/A	Previous IDs: MAL13P1.234	VPS13 domain-containing protein, putative
PF3D7_1346500	N/A	Previous IDs: PF13_0245	conserved Plasmodium protein, unknown function
PF3D7_1346600	C2AP4	Previous IDs: PF13_0246	respiratory chain complex 2 associated protein 4
PF3D7_1346700	P48/45	Previous IDs: PF13_0247	6-cysteine protein P48/45
PF3D7_1346800	P47	Previous IDs: PF13_0248	6-cysteine protein P47
PF3D7_1346900	N/A	Previous IDs: PF13_0249	conserved Plasmodium protein, unknown function
PF3D7_1347000	WDR92	Previous IDs: PF13_0250	WD repeat-containing protein 92, putative
PF3D7_1347100	TOP3	Previous IDs: PF13_0251	DNA topoisomerase 3
PF3D7_1347200	NT1	Previous IDs: PF13_0252	nucleoside transporter 1
PF3D7_1347300	N/A	Previous IDs: MAL13P1.235	conserved Plasmodium membrane protein, unknown function
PF3D7_1347400	N/A	Previous IDs: MAL13P1.236	conserved Plasmodium protein, unknown function
PF3D7_1347500	ALBA4	Previous IDs: MAL13P1.237	DNA/RNA-binding protein Alba 4
PF3D7_1347600	N/A	Previous IDs: MAL13P1.237a	conserved protein, unknown function
PF3D7_1347700	ECT	Previous IDs: PF13_0253	ethanolamine-phosphate cytidylyltransferase
PF3D7_1347800	CEP72	Previous IDs: MAL13P1.238	centrosomal protein CEP72, putative
PF3D7_1347900	N/A	Previous IDs: MAL13P1.239	conserved Plasmodium protein, unknown function
PF3D7_1348000	N/A	Previous IDs: MAL13P1.240	conserved Plasmodium protein, unknown function
PF3D7_1348100	N/A	Previous IDs: MAL13P1.241	GTPase, putative
PF3D7_1348200	N/A	Previous IDs: MAL13P1.242	step II splicing factor, putative
PF3D7_1348300	N/A	Previous IDs: MAL13P1.243	elongation factor Tu, putative
PF3D7_1348400	N/A	Previous IDs: PF13_0254	conserved Plasmodium membrane protein, unknown function
PF3D7_1348500	N/A	Previous IDs: MAL13P1.244	TBC domain protein, putative
PF3D7_1348600	N/A	Previous IDs: PF13_0255	conserved Plasmodium protein, unknown function
PF3D7_1348700	WDR16	Previous IDs: MAL13P1.245	WD repeat-containing protein 16, putative
PF3D7_1348800	N/A	Previous IDs: MAL13P1.246	E1-E2 ATPase, putative
PF3D7_1348900	N/A	Previous IDs: PF13_0256	conserved Plasmodium protein, unknown function
PF3D7_1349000	N/A	Previous IDs: MAL13P1.247	conserved Plasmodium protein, unknown function
PF3D7_1349100	N/A	Previous IDs: MAL13P1.248	nucleoside diphosphate hydrolase, putative
PF3D7_1349200	GluRS	Previous IDs: PF13_0257	glutamate--tRNA ligase
PF3D7_1349300	TKL3	Previous IDs: PF13_0258	tyrosine kinase-like protein
PF3D7_1349400	N/A	Previous IDs: PF13_0259	cytidine and deoxycytidylate deaminase, putative
PF3D7_1349500	N/A	Previous IDs: MAL13P1.249	conserved Plasmodium protein, unknown function
PF3D7_1349600	SKA3	Previous IDs: MAL13P1.250	spindle and kinetochore-associated protein 3, putative
PF3D7_1349700	N/A	Previous IDs: PF13_0260	peptidase, putative
PF3D7_1349800	N/A	Previous IDs: PF13_0261	GPN-loop GTPase, putative
PF3D7_1349900	N/A	Previous IDs: MAL13P1.251	conserved Plasmodium protein, unknown function
PF3D7_1350000	N/A	Previous IDs: MAL13P1.252	conserved Plasmodium protein, unknown function
PF3D7_1350100	KRS1	Previous IDs: PF13_0262	lysine--tRNA ligase
PF3D7_1350200	SNRPE	Previous IDs: MAL13P1.253	small nuclear ribonucleoprotein E, putative
PF3D7_1350300	N/A	Previous IDs: PF13_0263	conserved protein, unknown function
PF3D7_1350400	N/A	Previous IDs: PF13_0264	ubiquitin-activating enzyme E1, putative
PF3D7_1350500	N/A	Previous IDs: PF13_0265	conserved Plasmodium protein, unknown function
PF3D7_1350600	N/A	Previous IDs: MAL13P1.254	conserved Plasmodium protein, unknown function
PF3D7_1350700	N/A	Previous IDs: MAL13P1.255	N6-adenine-specific methylase, putative
PF3D7_1350800	N/A	Previous IDs: PF13_0266	conserved Plasmodium protein, unknown function
PF3D7_1350900	ApiAP2	Previous IDs: PF13_0267	AP2 domain transcription factor AP2-O4, putative
PF3D7_1351000	N/A	Previous IDs: MAL13P1.256	phosphatidylinositol transfer protein, putative
PF3D7_1351100	N/A	Previous IDs: MAL13P1.257	CXXC motif containing zinc binding protein, putative
PF3D7_1351200	N/A	Previous IDs: MAL13P1.258	conserved Plasmodium protein, unknown function
PF3D7_1351300	N/A	Previous IDs: MAL13P1.259	conserved Plasmodium membrane protein, unknown function
PF3D7_1351400	N/A	Previous IDs: PF13_0268	60S ribosomal protein L17, putative
PF3D7_1351500	N/A	Previous IDs: PF3D7_13_snoR21;PF3D7_13_snoR21.1	small nucleolar RNA snoR21
PF3D7_1351600	GK	Previous IDs: PF13_0269	glycerol kinase
PF3D7_1351700	IMC1f	Previous IDs: MAL13P1.260	inner membrane complex protein 1f
PF3D7_1351800	N/A	Previous IDs: PF13_0270;PF3D7_1351800.1;PF3D7_1351800.2	conserved Plasmodium protein, unknown function
PF3D7_1351800	N/A	Previous IDs: PF13_0270;PF3D7_1351800.1;PF3D7_1351800.2	conserved Plasmodium protein, unknown function
PF3D7_1351900	N/A	Previous IDs: MAL13P1.261	conserved protein, unknown function
PF3D7_1352000	N/A	Previous IDs: MAL13P1.262	GTP-binding protein, putative
PF3D7_1352100	ABCB6	Previous IDs: PF13_0271	ABC transporter B family member 6, putative
PF3D7_1352200	UTP15	Previous IDs: MAL13P1.264	U3 small nucleolar RNA-associated protein 15, putative
PF3D7_1352300	N/A	Previous IDs: MAL13P1.265	conserved Plasmodium protein, unknown function
PF3D7_1352400	NUP176	Previous IDs: MAL13P1.266	nucleoporin NUP176, putative
PF3D7_1352500	N/A	Previous IDs: PF13_0272	thioredoxin-related protein, putative
PF3D7_1352600	N/A	Previous IDs: MAL13P1.267	protein kinase, putative
PF3D7_1352700	AQR	Previous IDs: PF13_0273	intron-binding protein aquarius, putative
PF3D7_1352800	MON1	Previous IDs: PF13_0274	vacuolar fusion protein MON1, putative
PF3D7_1352900	N/A	Previous IDs: MAL13P1.268	Plasmodium exported protein, unknown function
PF3D7_1353000	LysTrpA	Previous IDs: MAL13P1.269	tryptophan-rich protein, pseudogene
PF3D7_1353100	N/A	Previous IDs: PF13_0275	Plasmodium exported protein, unknown function
PF3D7_1353200	MAHRP2	Previous IDs: PF13_0276	membrane associated histidine-rich protein 2
PF3D7_1353300	N/A	Previous IDs: PF13_0277	conserved Plasmodium protein, unknown function
PF3D7_1353400	N/A	Previous IDs: PF13_0278	Ran-binding protein, putative
PF3D7_1353500	TFB4	Previous IDs: PF13_0279	RNA polymerase II transcription factor B subunit 4, putative
PF3D7_1353600	ERD2	Previous IDs: PF13_0280	ER lumen protein retaining receptor
PF3D7_1353700	ROMO1	Previous IDs: PF13_0281	reactive oxygen species modulator 1, putative
PF3D7_1353800	N/A	Previous IDs: PF13_0282	proteasome subunit alpha type-4, putative
PF3D7_1353900	N/A	Previous IDs: MAL13P1.270	proteasome subunit alpha type-7, putative
PF3D7_1354000	N/A	Previous IDs: PF13_0283	conserved Plasmodium protein, unknown function
PF3D7_1354100	N/A	Previous IDs: PF13_0284	conserved Plasmodium protein, unknown function
PF3D7_1354200	SAC1	Previous IDs: PF13_0285	phosphoinositide phosphatase SAC1
PF3D7_1354300	N/A	Previous IDs: PF13_0286	large subunit rRNA methyltransferase, putative
PF3D7_1354400	N/A	Previous IDs: MAL13P1.271	V-type proton ATPase 21 kDa proteolipid subunit, putative
PF3D7_1354500	ADSS	Previous IDs: PF13_0287	adenylosuccinate synthetase
PF3D7_1354600	N/A	Previous IDs: MAL13P1.272	60S ribosomal protein L7, putative
PF3D7_1354700	N/A	Previous IDs: PF13_0288	conserved Plasmodium protein, unknown function
PF3D7_1354800	MCA1	Previous IDs: PF13_0289	metacaspase-1
PF3D7_1354900	N/A	Previous IDs: PF13_0290	conserved Plasmodium protein, unknown function
PF3D7_1355100	MCM6	Previous IDs: PF13_0291	DNA replication licensing factor MCM6
PF3D7_1355200	N/A	Previous IDs: PF13_0292	RAP protein, putative
PF3D7_1355300	SET6	Previous IDs: PF13_0293	histone-lysine N-methyltransferase, putative
PF3D7_1355400	N/A	Previous IDs: MAL13_tRNA_Thr1;MAL13_tRNA_Thr1:tRNA	tRNA Threonine
PF3D7_1355500	PP5	Previous IDs: MAL13P1.274;PF13_0294	serine/threonine protein phosphatase 5
PF3D7_1355600	PIP1	Previous IDs: PF13_0295	PhIL1 interacting protein PIP1
PF3D7_1355700	NIF3	Previous IDs: MAL13P1.275	NLI interacting factor-like phosphatase, putative
PF3D7_1355800	SF3B5	Previous IDs: PF13_0296	splicing factor 3B subunit 5, putative
PF3D7_1355900	N/A	Previous IDs: PF13_0297	RWD domain-containing protein, putative
PF3D7_1356000	N/A	Previous IDs: PF13_0298	conserved Plasmodium protein, unknown function
PF3D7_1356100	N/A	Previous IDs: PF13_0299	conserved Plasmodium protein, unknown function
PF3D7_1356200	TIM23	Previous IDs: PF13_0300	mitochondrial import inner membrane translocase subunit TIM23, putative
PF3D7_1356300	N/A	Previous IDs: PF13_0301	ubiquitin-conjugating enzyme E2, putative
PF3D7_1356400	N/A	Previous IDs: PF13_0302	phosphatase 2A regulatory subunit-related protein, putative
PF3D7_1356500	N/A	Previous IDs: MAL13P1.276	conserved Plasmodium protein, unknown function
PF3D7_1356600	N/A	Previous IDs: PF13_0303	regulator of chromosome condensation, putative
PF3D7_1356700	N/A	Previous IDs: MAL13P1.277	DnaJ protein, putative
PF3D7_1356800	ARK3	Previous IDs: MAL13P1.278	aurora-related kinase ARK3, putative
PF3D7_1356900	PK5	Previous IDs: MAL13P1.279	protein kinase 5
PF3D7_1357000	N/A	Previous IDs: PF13_0304	elongation factor 1-alpha
PF3D7_1357100	N/A	Previous IDs: PF13_0305	elongation factor 1-alpha
PF3D7_1357200	GluRS	Previous IDs: MAL13P1.281	glutamate--tRNA ligase
PF3D7_1357300	N/A	Previous IDs: PF13_0306	dynein light chain, putative
PF3D7_1357400	N/A	Previous IDs: PF13_0307	conserved Plasmodium protein, unknown function
PF3D7_1357500	N/A	Previous IDs: PF13_0308	DNA helicase, putative
PF3D7_1357600	N/A	Previous IDs: MAL13P1.282	ribosomal protein L44, putative
PF3D7_1357700	UTP21	Previous IDs: PF13_0309	U3 small nucleolar RNA-associated protein 21, putative
PF3D7_1357800	CCT4	Previous IDs: MAL13P1.283	T-complex protein 1 subunit delta
PF3D7_1357900	N/A	Previous IDs: MAL13P1.284	pyrroline-5-carboxylate reductase, putative
PF3D7_1358000	PNPLA2	Previous IDs: MAL13P1.285	patatin-like phospholipase 2
PF3D7_1358100	N/A	Previous IDs: PF13_0310	Sas10 domain-containing protein, putative
PF3D7_1358200	N/A	Previous IDs: MAL13P1.286;PF13_0311	conserved Plasmodium protein, unknown function
PF3D7_1358300	ROM7	Previous IDs: PF13_0312	rhomboid protease ROM7, putative
PF3D7_1358400	N/A	Previous IDs: MAL13P1.287	conserved Plasmodium protein, unknown function
PF3D7_1358500	N/A	Previous IDs: PF13_0313	zinc finger protein, putative
PF3D7_1358600	N/A	Previous IDs: PF13_0314	zinc finger protein, putative
PF3D7_1358700	YOP1L	Previous IDs: MAL13P1.288	YOP1-like protein, putative
PF3D7_1358800	RPS15	Previous IDs: PF13_0316	40S ribosomal protein S15
PF3D7_1358900	N/A	Previous IDs: MAL13P1.294	GTP-binding protein, putative
PF3D7_1359000	N/A	Previous IDs: MAL13P1.293	conserved Plasmodium protein, unknown function
PF3D7_1359100	N/A	Previous IDs: MAL13P1.292	riboflavin kinase, putative
PF3D7_1359200	HMGB4	Previous IDs: MAL13P1.290;MAL13P1.291	high mobility group protein B4, putative
PF3D7_1359300	DIS3	Previous IDs: MAL13P1.289	exosome complex exonuclease RRP44
PF3D7_1359400	CELF1	Previous IDs: PF13_0315	CUGBP Elav-like family member 1
PF3D7_1359500	N/A	Previous IDs: MAL13P1.410	conserved Plasmodium protein, unknown function
PF3D7_1359600	N/A	Previous IDs: MAL13P1.295	conserved Plasmodium protein, unknown function
PF3D7_1359700	N/A	Previous IDs: MAL13P1.296	conserved Plasmodium protein, unknown function
PF3D7_1359800	N/A	Previous IDs: MAL13P1.297	ADP-ribosylation factor, putative
PF3D7_1359900	QRP1	Previous IDs: MAL13P1.298	quinoxaline resistance protein QRP1
PF3D7_1360000	N/A	Previous IDs: PF13_0317	ATP synthase-associated protein, putative
PF3D7_1360100	RRM1	Previous IDs: PF13_0318	RNA-binding protein, putative
PF3D7_1360200	EMC3	Previous IDs: MAL13P1.299	ER membrane protein complex subunit 3, putative
PF3D7_1360300	N/A	Previous IDs: MAL13P1.300	conserved Plasmodium protein, unknown function
PF3D7_1360400	N/A	Previous IDs: PF13_0319	conserved Plasmodium protein, unknown function
PF3D7_1360500	GCbeta	Previous IDs: MAL13P1.301;PF13_0320	guanylyl cyclase beta
PF3D7_1360700	PIAS	Previous IDs: MAL13P1.302;PF13_0321;PF3D7_1360600	E3 SUMO-protein ligase PIAS, putative
PF3D7_1360800	FLN	Previous IDs: PF13_0322	falcilysin
PF3D7_1360900	N/A	Previous IDs: MAL13P1.303	RNA-binding protein, putative
PF3D7_1361000	PRMT5	Previous IDs: PF13_0323	protein arginine N-methyltransferase 5, putative
PF3D7_1361100	SEC24A	Previous IDs: PF13_0324	protein transport protein Sec24A
PF3D7_1361200	N/A	Previous IDs: MAL13P1.304	conserved Plasmodium protein, unknown function
PF3D7_1361300	N/A	Previous IDs: MAL13P1.305;PF13_0325	conserved Plasmodium protein, unknown function
PF3D7_1361400	ADF2	Previous IDs: PF13_0326	actin-depolymerizing factor 2
PF3D7_1361500	N/A	Previous IDs: MAL13P1.306;PF3D7_1361500.1;PF3D7_1361500.2	PH domain-containing protein, putative
PF3D7_1361500	N/A	Previous IDs: MAL13P1.306;PF3D7_1361500.1;PF3D7_1361500.2	PH domain-containing protein, putative
PF3D7_1361600	YfhJ	Previous IDs: MAL13P1.307	Fe-S assembly protein IscX, putative
PF3D7_1361700	COX2A	Previous IDs: PF13_0327	cytochrome c oxidase subunit 2A, putative
