gene_id	febrile_phospho_max_abs_log2fc	febrile_phospho_n_sites_up	febrile_phospho_n_sites_down
PF3D7_1337100	0.0321875	0	0
PF3D7_1337400	0.522476	0	0
PF3D7_1337500	0.0375967	0	0
PF3D7_1337800	0.378032	0	0
PF3D7_1337900	0.0927267	0	0
PF3D7_1338100	0.0535631	0	0
PF3D7_1338200	0.163761	0	0
PF3D7_1338300	0.720907	0	0
PF3D7_1338700	0.454453	0	0
PF3D7_1339300	0.496017	0	0
PF3D7_1339600	0.511443	0	0
PF3D7_1339700	0.778438	0	0
PF3D7_1340200	0.587078	0	0
PF3D7_1340300	0.290513	0	0
PF3D7_1340600	0.499813	0	0
PF3D7_1340700	0.491097	0	0
PF3D7_1340900	0.565578	0	0
PF3D7_1341200	0.404572	0	0
PF3D7_1341900	0.0653725	0	0
PF3D7_1342000	0.691017	0	0
PF3D7_1342400	0.270878	0	0
PF3D7_1342600	0.331283	0	0
PF3D7_1342800	0.144497	0	0
PF3D7_1342900	0.612782	0	0
PF3D7_1343000	0.684662	0	0
PF3D7_1343100	0.0834379	0	0
PF3D7_1343300	0.736153	0	0
PF3D7_1343400	0.435312	0	0
PF3D7_1343700	1.27286	0	1
PF3D7_1344100	0.660568	0	0
PF3D7_1344700	0.305371	0	0
PF3D7_1344800	0.144427	0	0
PF3D7_1344900	0.0022831	0	0
PF3D7_1345400	0.600452	0	0
PF3D7_1346300	0.563523	0	0
PF3D7_1346400	0.338423	0	0
PF3D7_1346500	0.223807	0	0
PF3D7_1347200	0.594983	0	0
PF3D7_1347500	0.594648	0	0
PF3D7_1347700	0.704577	0	0
PF3D7_1348300	0.0334425	0	0
PF3D7_1348400	0.132323	0	0
PF3D7_1348600	0.270113	0	0
PF3D7_1348900	0.196403	0	0
PF3D7_1349200	0.585993	0	0
PF3D7_1349300	0.516718	0	0
PF3D7_1349500	0.382563	0	0
PF3D7_1349600	0.0930367	0	0
PF3D7_1349800	0.277707	0	0
PF3D7_1350500	0.045598	0	0
PF3D7_1351000	0.441653	0	0
PF3D7_1351400	0.604858	0	0
PF3D7_1351900	0.180337	0	0
PF3D7_1352100	0.128513	0	0
PF3D7_1352400	0.683908	0	0
PF3D7_1352500	0.0715523	0	0
PF3D7_1352700	0.275053	0	0
PF3D7_1352800	0.293507	0	0
PF3D7_1353100	1.54226	5	0
PF3D7_1353200	0.588082	0	0
PF3D7_1353300	0.401853	0	0
PF3D7_1353400	0.521708	0	0
PF3D7_1353700	0.0354223	0	0
PF3D7_1353800	0.135972	0	0
PF3D7_1354300	2.12962	0	1
PF3D7_1354900	0.303867	0	0
PF3D7_1355700	0.179722	0	0
PF3D7_1356000	0.504778	0	0
PF3D7_1356100	0.415262	0	0
PF3D7_1356400	0.00198746	0	0
PF3D7_1356800	0.120033	0	0
PF3D7_1357400	0.573742	0	0
PF3D7_1357500	0.475622	0	0
PF3D7_1357700	0.411633	0	0
PF3D7_1358100	0.0783873	0	0
PF3D7_1358200	0.154593	0	0
PF3D7_1358400	0.613727	0	0
PF3D7_1358700	1.33932	1	0
PF3D7_1358800	0.731586	0	0
PF3D7_1359000	0.492168	0	0
PF3D7_1359100	0.0447826	0	0
PF3D7_1359400	0.472232	0	0
PF3D7_1359600	1.24603	0	1
PF3D7_1359900	0.392673	0	0
PF3D7_1360400	0.538487	0	0
PF3D7_1360500	0.188258	0	0
PF3D7_1360700	0.247672	0	0
PF3D7_1360800	0.0623331	0	0
PF3D7_1360900	0.684358	0	0
PF3D7_1361000	0.107002	0	0
PF3D7_1361100	0.416062	0	0
PF3D7_1361200	0.526202	0	0
PF3D7_1361800	0.380198	0	0
PF3D7_1361900	0.0269928	0	0
PF3D7_1362200	0.373327	0	0
PF3D7_1362400	0.614512	0	0
PF3D7_1362700	0.945217	0	0
PF3D7_1362900	0.0544319	0	0
PF3D7_1363100	0.436027	0	0
PF3D7_1363500	0.310658	0	0
PF3D7_1364200	0.236553	0	0
PF3D7_1364400	0.359353	0	0
PF3D7_1365000	0.404868	0	0
PF3D7_1365700	0.468457	0	0
PF3D7_1365800	0.737759	0	0
PF3D7_1366300	0.522948	0	0
PF3D7_1366400	0.311453	0	0
PF3D7_1366500	0.00551748	0	0
PF3D7_1366600	0.0649967	0	0
PF3D7_1366900	0.466628	0	0
PF3D7_1367100	0.325502	0	0
PF3D7_1367400	0.276322	0	0
PF3D7_1367700	0.135447	0	0
PF3D7_1368100	0.0109568	0	0
PF3D7_1368200	0.426033	0	0
PF3D7_1368600	0.334764	0	0
PF3D7_1368800	0.118038	0	0
PF3D7_1369000	0.0683031	0	0
PF3D7_1369100	0.173388	0	0
PF3D7_1369200	0.173742	0	0
PF3D7_1369400	0.0199471	0	0
PF3D7_1369500	0.371748	0	0
PF3D7_1369600	0.188197	0	0
PF3D7_1369700	0.508497	0	0
PF3D7_1370300	0.414127	0	0
PF3D7_1371500	0.816407	0	0
PF3D7_1371800	1.128	1	0
PF3D7_1371900	0.401103	0	0
PF3D7_1401200	0.906282	0	0
PF3D7_1401300	0.460968	0	0
PF3D7_1401400	0.757837	0	0
PF3D7_1401500	0.346437	0	0
PF3D7_1402300	0.102417	0	0
PF3D7_1402700	0.0851526	0	0
PF3D7_1403100	0.324562	0	0
PF3D7_1403400	0.163273	0	0
PF3D7_1403700	0.668879	0	0
PF3D7_1404100	0.0765276	0	0
PF3D7_1404800	0.148598	0	0
PF3D7_1404900	0.317327	0	0
PF3D7_1405000	0.116333	0	0
PF3D7_1405100	0.368003	0	0
PF3D7_1405800	0.297362	0	0
PF3D7_1405900	0.321387	0	0
PF3D7_1406100	0.438087	0	0
PF3D7_1406200	0.799667	0	0
PF3D7_1407100	0.675868	0	0
PF3D7_1407200	0.267967	0	0
PF3D7_1407300	0.350968	0	0
PF3D7_1407500	0.107608	0	0
PF3D7_1407800	0.702012	0	0
PF3D7_1408000	0.210971	0	0
PF3D7_1408100	0.180118	0	0
PF3D7_1408200	0.521087	0	0
PF3D7_1408400	0.0818977	0	0
PF3D7_1408500	0.0393677	0	0
PF3D7_1408600	0.0661221	0	0
PF3D7_1408700	0.705247	0	0
PF3D7_1409400	1.06837	0	2
PF3D7_1409600	0.707663	0	0
PF3D7_1409700	0.112358	0	0
PF3D7_1409800	0.576242	0	0
PF3D7_1409900	0.595563	0	0
PF3D7_1410200	0.333928	0	0
PF3D7_1410300	0.449537	0	0
PF3D7_1410400	0.842272	0	0
PF3D7_1410900	0.250531	0	0
PF3D7_1411200	0.399978	0	0
PF3D7_1411300	0.429822	0	0
PF3D7_1411500	0.830387	0	0
PF3D7_1412100	0.894748	0	0
PF3D7_1412300	0.383862	0	0
PF3D7_1412400	0.0768518	0	0
PF3D7_1412500	0.651744	0	0
PF3D7_1412600	0.265458	0	0
PF3D7_1412700	0.103758	0	0
PF3D7_1413000	0.452637	0	0
PF3D7_1413200	0.0596066	0	0
PF3D7_1414300	0.175027	0	0
PF3D7_1414500	0.694788	0	0
PF3D7_1415000	0.00501251	0	0
PF3D7_1415400	0.613927	0	0
PF3D7_1415500	0.214272	0	0
PF3D7_1415600	0.350008	0	0
PF3D7_1415900	0.375162	0	0
PF3D7_1416100	0.621102	0	0
PF3D7_1416200	0.382668	0	0
PF3D7_1416600	0.629848	0	0
PF3D7_1416900	0.530232	0	0
PF3D7_1417100	0.341106	0	0
PF3D7_1417200	0.832832	0	0
PF3D7_1417300	0.083602	0	0
PF3D7_1417500	0.219733	0	0
PF3D7_1417600	0.434659	0	0
PF3D7_1417700	0.246509	0	0
PF3D7_1417800	1.13469	1	0
PF3D7_1417900	0.152463	0	0
PF3D7_1418200	0.409922	0	0
PF3D7_1418900	0.281732	0	0
PF3D7_1419000	0.531687	0	0
PF3D7_1419400	0.763771	0	0
PF3D7_1419600	0.0259571	0	0
PF3D7_1419700	0.226632	0	0
PF3D7_1420700	0.115777	0	0
PF3D7_1421100	0.563027	0	0
PF3D7_1421200	0.371491	0	0
PF3D7_1421600	0.490912	0	0
PF3D7_1421800	0.356914	0	0
PF3D7_1422400	0.202447	0	0
PF3D7_1422800	0.0420074	0	0
PF3D7_1423000	0.0465221	0	0
PF3D7_1423200	0.568937	0	0
PF3D7_1423300	0.608537	0	0
PF3D7_1423700	0.454203	0	0
PF3D7_1423800	0.0750628	0	0
PF3D7_1424100	0.283914	0	0
PF3D7_1424400	0.0509372	0	0
PF3D7_1425400	0.614978	0	0
PF3D7_1425800	0.310013	0	0
PF3D7_1425900	0.408897	0	0
PF3D7_1426000	0.573602	0	0
PF3D7_1426100	0.578072	0	0
PF3D7_1426400	0.355762	0	0
PF3D7_1426700	0.286842	0	0
PF3D7_1426800	0.294457	0	0
PF3D7_1427300	0.658877	0	0
PF3D7_1427400	0.501798	0	0
PF3D7_1427500	0.960988	0	0
PF3D7_1427600	0.372192	0	0
PF3D7_1427800	0.339467	0	0
PF3D7_1427900	1.0518	1	0
PF3D7_1428200	0.109443	0	0
PF3D7_1428300	0.660188	0	0
PF3D7_1428500	0.095892	0	0
PF3D7_1428700	0.534328	0	0
PF3D7_1428800	0.378452	0	0
PF3D7_1428900	0.183877	0	0
PF3D7_1429000	0.127338	0	0
PF3D7_1429400	0.234758	0	0
PF3D7_1429500	0.232323	0	0
PF3D7_1429600	0.719413	0	0
PF3D7_1429800	0.508783	0	0
PF3D7_1429900	0.203503	0	0
PF3D7_1430000	0.124053	0	0
PF3D7_1430300	0.532623	0	0
PF3D7_1431500	0.179772	0	0
PF3D7_1431700	0.680308	0	0
PF3D7_1432000	0.039607	0	0
PF3D7_1432200	0.155217	0	0
PF3D7_1432600	0.306643	0	0
PF3D7_1432800	0.782642	0	0
PF3D7_1433300	0.232677	0	0
PF3D7_1433400	0.442827	0	0
PF3D7_1433500	0.353102	0	0
PF3D7_1433900	0.448388	0	0
PF3D7_1434000	0.170357	0	0
PF3D7_1434200	0.329658	0	0
PF3D7_1434300	0.208033	0	0
PF3D7_1434500	0.289423	0	0
PF3D7_1434600	0.207263	0	0
PF3D7_1435500	0.232228	0	0
PF3D7_1435600	0.258587	0	0
PF3D7_1436000	0.299887	0	0
PF3D7_1436100	0.465592	0	0
PF3D7_1436200	0.398088	0	0
PF3D7_1436300	0.829427	0	0
PF3D7_1436600	0.0887833	0	0
PF3D7_1437000	0.264548	0	0
PF3D7_1437200	0.151947	0	0
PF3D7_1437400	1.28539	0	1
PF3D7_1437500	0.434768	0	0
PF3D7_1437900	0.258442	0	0
PF3D7_1438000	0.348316	0	0
PF3D7_1438100	0.244883	0	0
PF3D7_1438400	0.644283	0	0
PF3D7_1438500	0.237533	0	0
PF3D7_1438900	0.497256	0	0
PF3D7_1439100	0.258842	0	0
PF3D7_1439800	0.133718	0	0
PF3D7_1439900	0.510423	0	0
PF3D7_1440000	0.482397	0	0
PF3D7_1440100	0.557998	0	0
PF3D7_1440700	0.0514984	0	0
PF3D7_1440800	0.313908	0	0
PF3D7_1441100	0.920814	0	0
PF3D7_1441200	0.175908	0	0
PF3D7_1441300	0.382153	0	0
PF3D7_1441400	0.0559974	0	0
PF3D7_1441500	0.151193	0	0
PF3D7_1441600	0.539786	0	0
PF3D7_1441800	0.256738	0	0
PF3D7_1442300	0.186288	0	0
PF3D7_1442400	0.608487	0	0
PF3D7_1442700	0.439898	0	0
PF3D7_1442900	0.839149	0	0
PF3D7_1443000	0.118963	0	0
PF3D7_1443100	0.543688	0	0
PF3D7_1443400	0.0650969	0	0
PF3D7_1443600	0.336638	0	0
PF3D7_1443800	0.021553	0	0
PF3D7_1444100	0.0646677	0	0
PF3D7_1444500	0.037652	0	0
PF3D7_1444800	0.285604	0	0
PF3D7_1445200	0.261192	0	0
PF3D7_1445400	0.432748	0	0
PF3D7_1445600	0.288013	0	0
PF3D7_1445700	0.735158	0	0
PF3D7_1445900	0.465137	0	0
PF3D7_1446500	0.646717	0	0
PF3D7_1446600	0.280932	0	0
PF3D7_1446700	0.0341024	0	0
PF3D7_1447000	0.458288	0	0
PF3D7_1447100	0.237247	0	0
PF3D7_1447200	0.838127	0	0
PF3D7_1447800	0.434803	0	0
PF3D7_1447900	0.604843	0	0
PF3D7_1448000	0.441133	0	0
PF3D7_1448300	0.501906	0	0
PF3D7_1448500	0.168763	0	0
PF3D7_1448600	0.641453	0	0
PF3D7_1449100	0.761968	0	0
PF3D7_1449400	0.209542	0	0
PF3D7_1449500	0.507453	0	0
PF3D7_1449700	0.120623	0	0
PF3D7_1450000	0.276636	0	0
PF3D7_1450100	0.206333	0	0
PF3D7_1450400	0.704612	0	0
PF3D7_1450700	0.394452	0	0
PF3D7_1451000	0.156578	0	0
PF3D7_1451100	0.251147	0	0
PF3D7_1451200	0.386807	0	0
PF3D7_1451400	0.207588	0	0
PF3D7_1451500	0.00256824	0	0
PF3D7_1451800	0.369177	0	0
PF3D7_1452400	0.807827	0	0
PF3D7_1452600	0.161152	0	0
PF3D7_1452700	0.273482	0	0
PF3D7_1453000	0.146353	0	0
PF3D7_1453700	0.301972	0	0
PF3D7_1453800	0.247992	0	0
PF3D7_1453900	0.450647	0	0
PF3D7_1454000	0.294397	0	0
PF3D7_1454200	0.397351	0	0
PF3D7_1454400	1.64902	0	1
PF3D7_1454700	0.117098	0	0
PF3D7_1455300	0.642326	0	0
PF3D7_1455400	0.0378323	0	0
PF3D7_1455700	0.249876	0	0
PF3D7_1456000	0.623832	0	0
PF3D7_1456500	0.624462	0	0
PF3D7_1457200	0.265003	0	0
PF3D7_1457300	1.27779	0	1
PF3D7_1457500	0.0747166	0	0
PF3D7_1457700	0.548927	0	0
PF3D7_1457900	0.523752	0	0
PF3D7_1458300	0.0314131	0	0
PF3D7_1458500	0.262912	0	0
PF3D7_1458600	0.285368	0	0
PF3D7_1458800	0.200427	0	0
PF3D7_1459000	0.461218	0	0
PF3D7_1459200	0.165587	0	0
PF3D7_1459400	0.103353	0	0
PF3D7_1459600	0.275438	0	0
PF3D7_1460100	0.321273	0	0
PF3D7_1460500	0.602962	0	0
PF3D7_1460600	0.0221472	0	0
PF3D7_1460700	1.10872	2	0
PF3D7_1460800	0.202778	0	0
PF3D7_1461000	0.102678	0	0
PF3D7_1461300	0.731542	0	0
PF3D7_1461400	0.537507	0	0
PF3D7_1461600	0.313262	0	0
PF3D7_1462300	0.926272	0	0
PF3D7_1462400	0.563797	0	0
PF3D7_1462800	0.239753	0	0
PF3D7_1462900	0.530403	0	0
PF3D7_1463500	0.311197	0	0
PF3D7_1463900	0.213552	0	0
PF3D7_1464000	0.523097	0	0
PF3D7_1464500	0.815133	0	0
PF3D7_1464600	0.759647	0	0
PF3D7_1464700	0.0990973	0	0
PF3D7_1465100	0.312568	0	0
PF3D7_1465200	0.324581	0	0
PF3D7_1465900	0.776483	0	0
PF3D7_1466100	0.412783	0	0
PF3D7_1466200	0.358938	0	0
PF3D7_1466300	0.307043	0	0
PF3D7_1466400	0.703802	0	0
PF3D7_1466800	0.774627	0	0
PF3D7_1466900	0.931433	0	0
PF3D7_1467100	0.0867271	0	0
PF3D7_1467200	0.200292	0	0
PF3D7_1467500	0.0752277	0	0
PF3D7_1467600	0.416878	0	0
PF3D7_1467900	0.532272	0	0
PF3D7_1468100	0.901232	0	0
PF3D7_1468600	0.104947	0	0
PF3D7_1468700	0.614412	0	0
PF3D7_1468800	0.525123	0	0
PF3D7_1468900	0.826208	0	0
PF3D7_1469300	0.090807	0	0
PF3D7_1469800	0.145792	0	0
PF3D7_1470300	0.176743	0	0
PF3D7_1471100	0.701938	0	0
PF3D7_1471400	0.352392	0	0
PF3D7_1472200	0.330537	0	0
PF3D7_1472300	0.292763	0	0
PF3D7_1472400	0.149602	0	0
PF3D7_1473100	0.133063	0	0
PF3D7_1473200	0.521203	0	0
PF3D7_1473700	0.597353	0	0
PF3D7_1473900	0.214448	0	0
PF3D7_1474000	1.30157	0	1
PF3D7_1474500	0.211678	0	0
PF3D7_1474600	0.298392	0	0
PF3D7_1474800	0.167387	0	0
PF3D7_1474900	0.00915337	0	0
PF3D7_1475200	0.191301	0	0
PF3D7_1475600	0.413413	0	0
PF3D7_1476300	0.155263	0	0
PF3D7_1476600	0.459232	0	0
PF3D7_1478600	0.945582	0	0
