gene_id	chromprox_hp1_log2fc	chromprox_hp1_hit	chromprox_h3k27ac_log2fc	chromprox_h3k27ac_hit	chromprox_h3k4me3_log2fc	chromprox_h3k4me3_hit	chromprox_centromere_log2fc	chromprox_centromere_hit
PF3D7_0315800	1.11703	0	0.606857	0	0.0401592	0	0.346411	0
PF3D7_1468900	-0.105968	0	0.488055	0	0.0335871	0	0.21193	0
PF3D7_1341900	-0.100192	0	0.0460688	0	0.15939	0		
PF3D7_0210100	-0.1037	0	0.134922	0	0.183856	0	0.05379	0
PF3D7_0217800	-0.104439	0	-0.0825316	0	0.374409	0	0.0856418	0
PF3D7_1360800	-0.0986354	0	0.626031	0			-0.251804	0
PF3D7_0418300	-0.133643	0	0.119617	0	-0.543646	0	-0.865145	0
PF3D7_1119900	-0.726149	0	-0.477446	0	-0.0819473	0	-0.739274	0
PF3D7_1121600	-0.666407	0	-0.653866	0	-0.240572	0	-0.0146553	0
PF3D7_0617600	-0.678569	0	-0.337012	0	-0.46523	0		
PF3D7_1368100	1.2787	0	0.989609	0	-0.110264	0	-0.251337	0
PF3D7_1440400	1.28458	0	-0.242101	0	0.415207	0		
PF3D7_0505000	1.36818	0						
PF3D7_0714500	-0.0048364	0	0.0768884	0	-0.771148	0	0.350492	0
PF3D7_1213700	0.0563304	0	-0.325756	0	-0.284955	0		
PF3D7_1018300	0.376069	0	0.200228	0	-0.456861	0		
PF3D7_1310500	0.405668	0	0.133511	0	-0.411719	0		
PF3D7_1305900	-0.427062	0	0.197191	0	0.141532	0	0.402167	0
PF3D7_1443600	-0.458001	0	-0.351491	0	0.0421149	0	-0.165881	0
PF3D7_0901800	-0.458477	0	-0.105619	0	0.352933	0		
PF3D7_1340600	-0.0336431	0	-0.0619653	0	0.0243944	0	0.272657	0
PF3D7_1027100	-0.00934474	0	1.12317	0	0.32093	0		
PF3D7_0917500	0.716487	0	1.83645	1				
PF3D7_0520700	0.572473	0	1.27524	0				
PF3D7_1353400	0.560033	0	0.637123	0	0.898909	0	0.485245	0
PF3D7_0622200	0.588006	0	1.41933	0	0.285899	0		
PF3D7_0504400	-0.011706	0						
PF3D7_1309700	-0.201453	0	-0.675395	0			-0.183393	0
PF3D7_1331300	0.445081	0	0.31821	0	0.108185	0		
PF3D7_1116100	0.463652	0	0.459792	0	0.0687962	0	-1.04681	0
PF3D7_0306100	0.0215219	0	3.39632	1	1.18578	1	0.538243	0
PF3D7_1019400	0.0477136	0	0.130446	0	0.253496	0	0.0441143	0
PF3D7_0312400	-0.270236	0	0.177766	0			0.248407	0
PF3D7_0903700	-0.266696	0	-0.324978	0	-0.102966	0		
PF3D7_0918300	-0.478854	0	-0.471359	0	-0.157663	0		
PF3D7_0629400	-0.464747	0	-0.296911	0	0.429865	0	-0.78671	0
PF3D7_0210200	1.35147	0	0.630562	0			0.546595	0
PF3D7_0502000	-0.123888	0	-0.0943	0	0.106977	0	-0.840546	0
PF3D7_1435400	-0.116834	0	-0.0898921	0	-0.0853373	0		
PF3D7_1107200	0.177892	0	0.23619	0	0.0536633	0	0.0689854	0
PF3D7_0506800	0.180915	0	0.377354	0	-0.442103	0	-0.299571	0
PF3D7_1333600	0.291032	0	0.277635	0	0.499889	0		
PF3D7_1224900	0.302107	0	0.411377	0	0.0581525	0		
PF3D7_0808100	0.247133	0	0.322062	0	0.0363363	0	-0.810331	0
PF3D7_0621900	0.264053	0	-0.282504	0	-0.517763	0	-0.297041	0
PF3D7_1139900	0.205014	0	0.706501	0	-0.213421	0	0.317434	0
PF3D7_1121700	0.121594	0	0.605984	0	0.610169	0	-0.108054	0
PF3D7_0621300	-0.15497	0	0.291312	0	0.226531	0		
PF3D7_1462700	-0.157482	0	-0.0371011	0	-0.141672	0		
PF3D7_1110100	-0.152507	0	-0.0286299	0	-1.71384	0	-0.168062	0
PF3D7_1142600	-0.145204	0	-0.293248	0	0.140516	0	-0.10962	0
PF3D7_1457600	0.208967	0	0.44349	0	0.148361	0		
PF3D7_1434600	-1.36137	0	-1.33327	0	-0.362634	0	-0.782135	0
PF3D7_0319700	0.21535	0	1.14591	0	1.69812	0		
PF3D7_1354500	1.56117	0	-0.142254	0	0.0666682	0		
PF3D7_1134500	1.57224	1	0.104487	0	0.000925064	0		
PF3D7_1209400	1.58727	1						
PF3D7_0929000	1.59111	0	3.01912	1			-0.116096	0
PF3D7_1304100	1.41801	0	0.874309	0			0.353864	0
PF3D7_0817900	-0.712171	0	-0.66306	0	0.297511	0		
PF3D7_1359200	1.48859	0	1.98626	0				
PF3D7_0316600	-0.70345	0	-0.465242	0	-0.250488	0	-0.1985	0
PF3D7_0303100	1.04206	0	0.949938	0			0.0291018	0
PF3D7_1102500	-0.975744	0	-0.547903	0	-0.00200717	0		
PF3D7_1345700	0.413728	0	0.213305	0	-0.359318	0	-0.0468045	0
PF3D7_1128500	1.09427	0					-0.292665	0
PF3D7_0310600	-0.381384	0	0.0640965	0	-0.0689119	0		
PF3D7_0927900	0.363286	0	0.542607	0	-0.29412	0	-0.0161144	0
PF3D7_0625600	0.376198	0	1.60102	1	0.383677	0		
PF3D7_1329000	0.421363	0	1.54855	0			0.075028	0
PF3D7_1247900	0.265725	0	1.95351	0				
PF3D7_1427900	0.300207	0	-0.614286	0	0.0982119	0		
PF3D7_1308300	0.270458	0	0.132393	0	0.1191	0	-0.0543937	0
PF3D7_1235500	-0.360829	0	-0.107785	0	0.117775	0	0.428833	0
PF3D7_1200700	0.170696	0	0.202168	0	-0.226734	0		
PF3D7_1319300	0.643886	0	0.385949	0			0.18128	0
PF3D7_0201600	-0.506706	0	-0.199176	0	-0.130788	0		
PF3D7_1318400	0.693088	0	1.40715	0	-0.159649	0		
PF3D7_0719900	-0.51282	0	-0.337812	0			-0.62919	0
PF3D7_0628300	-0.0608241	0					-0.0793966	0
PF3D7_1361100	-0.038812	0	-0.477991	0	0.19436	0	-0.317361	0
PF3D7_0819900	-0.0423978	0						
PF3D7_1119800	-0.0446351	0	0.562946	0	0.400499	0	0.440611	0
PF3D7_1326000	0.690293	0	0.852329	0	0.0239188	0		
PF3D7_1122700	-0.0681623	0	0.200384	0	0.176087	0		
PF3D7_1126000	-0.268243	0	-0.567695	0	0.197341	0	-0.147178	0
PF3D7_1143300	-0.0706342	0	0.455662	0	-0.122238	0	0.269485	0
PF3D7_1034000	-0.234584	0	-0.0488504	0	0.515017	0		
PF3D7_1333700	0.0360063	0	-0.143847	0	0.0828114	0	3.43605	1
PF3D7_1444300	0.0145868	0	0.315398	0	-0.244672	0	-0.0505172	0
PF3D7_0611300	0.0113239	0	-0.174405	0	-0.136453	0		
PF3D7_1131100	0.254241	0	0.340565	0	-0.00107638	0	0.0126915	0
PF3D7_1314700	0.25022	0	0.340993	0	0.186518	0	0.490718	0
PF3D7_0801500	0.245719	0	-0.0754147	0	-0.285429	0	-0.537029	0
PF3D7_0214400	0.244397	0	0.13323	0	0.447289	0	-0.81797	0
PF3D7_1330300	0.429794	0	0.0312958	0				
PF3D7_1364400	1.32471	0	2.71027	0	1.21871	1	0.387549	0
PF3D7_0919600	1.32173	0						
PF3D7_0416000	0.318582	0	0.621131	0	0.500594	0	0.220976	0
PF3D7_0716300	-0.402082	0	-0.574512	0	-0.370912	0	0.139566	0
PF3D7_1401600	-0.462946	0	-0.268673	0	-0.214572	0		
PF3D7_1463300	0.436396	0	1.06378	0	-0.150465	0		
PF3D7_0110600	0.537935	0	0.192858	0	0.249623	0	-0.535358	0
PF3D7_1410300	0.528262	0	1.61174	1			0.0370191	0
PF3D7_1119000	0.523234	0	0.469662	0	0.21966	0		
PF3D7_1353100	-0.444347	0	-0.146115	0	0.179566	0		
PF3D7_0717600	0.0105171	0	-0.0117919	0	-0.353157	0	-0.853963	0
PF3D7_1465000	-0.26185	0	0.210108	0	-0.0479183	0		
PF3D7_0932200	-0.00204659	0	-0.292563	0	-0.169792	0	0.0555417	0
PF3D7_1031200	-0.474327	0	-0.92054	0	0.106229	0		
PF3D7_0802600	-0.475065	0	-0.683383	0	-0.242269	0	-0.842897	0
PF3D7_1249100	0.086338	0	-0.0375347	0	0.0908349	0	0.0641633	0
PF3D7_0318300	-0.0137717	0	0.179752	0	1.0117	0		
PF3D7_0316700	0.0191593	0	-0.720218	0	0.0531934	0		
PF3D7_0709100	0.0185814	0	0.727484	0	1.0163	0		
PF3D7_0910800	-0.0226281	0	0.0336736	0	-0.498853	0		
PF3D7_1426200	-0.0242805	0	-0.363784	0	0.0414956	0	-0.364645	0
PF3D7_0717700	-0.0263519	0	-0.0755138	0	-0.783525	0	-0.280935	0
PF3D7_1247400	0.792413	0	0.971324	0	1.04711	0	2.52376	1
PF3D7_0219400	-0.296612	0	-0.147243	0	-0.193189	0		
PF3D7_0926400	0.0914942	0	0.696273	0	0.188894	0		
PF3D7_1126700	-0.521959	0	-0.1235	0	-0.405739	0		
PF3D7_1353700	-0.530909	0	-0.306936	0	-0.236596	0		
PF3D7_0107400	0.108686	0	0.180635	0	0.0250346	0		
PF3D7_0420600	-0.445342	0	-0.036602	0	-0.400427	0	1.37036	1
PF3D7_1104300	-0.445679	0	-0.181216	0				
PF3D7_1359900	-0.459462	0	-0.0436204	0			0.0781973	0
PF3D7_0830400	-0.331364	0	0.0783126	0	0.307281	0		
PF3D7_1246700	-0.331608	0	-0.205385	0				
PF3D7_0507700	0.223893	0			0.75007	0	-0.0636319	0
PF3D7_0311300	0.20982	0	-0.0447763	0	0.4698	0	-0.632268	0
PF3D7_0715900	-0.348405	0	-0.0680612	0	-0.0280774	0		
PF3D7_0520400	-0.352392	0	-0.203766	0	0.00389481	0		
PF3D7_0221200	-0.355266	0	-0.427658	0	-0.454796	0		
PF3D7_0103200	-0.345168	0	0.0312424	0	0.0170835	0	0.01867	0
PF3D7_1440100	0.19652	0	1.86275	1	0.210719	0	0.597155	0
PF3D7_1466300	-0.356722	0	-0.29156	0	-0.0569146	0	-0.0644536	0
PF3D7_1105800	0.240374	0	-0.277371	0	0.0717335	0		
PF3D7_1108000	0.163719	0	0.84712	0	0.318576	0		
PF3D7_1411500	0.0569331	0	0.545216	0	-0.0560176	0		
PF3D7_1460600	0.0540994	0	-0.595321	0	-0.136652	0	-0.331103	0
PF3D7_1310400	0.0518595	0	1.17468	0	-0.0972296	0		
PF3D7_0629100	0.0250212	0	-0.296759	0	-0.295275	0	-0.00145752	0
PF3D7_0423500	-0.340654	0	-0.16238	0	-0.39384	0		
PF3D7_0214900	-0.327566	0	-0.830029	0				
PF3D7_0630600	0.153256	0	0.800567	0			-0.19382	0
PF3D7_1419600	0.0705395	0	-0.14808	0			-0.534879	0
PF3D7_1352800	0.0647856	0	0.0289631	0				
PF3D7_0707300	0.0960191	0	-0.263657	0	-0.410837	0		
PF3D7_0721400	0.0954374	0	0.475993	0			-0.123785	0
PF3D7_1355800	0.135134	0	1.21598	0	0.442236	0		
PF3D7_0915700	0.124952	0	1.42783	0	2.86551	1		
PF3D7_1015600	-0.319363	0	-0.17683	0	-0.0952206	0	0.284426	0
PF3D7_1468800	-0.488746	0	-0.370255	0	0.0592251	0	0.260368	0
PF3D7_1103100	-0.430008	0	0.90995	0	0.379864	0	-0.150814	0
PF3D7_0505600	0.445431	0	2.09606	1			0.484545	0
PF3D7_1332900	0.603064	0	0.926008	0			-0.0208846	0
PF3D7_0828300	0.485665	0	1.16302	0	0.324544	0	0.420555	0
PF3D7_0309600	-0.46439	0	0.150513	0	-0.280872	0	0.0948354	0
PF3D7_1136600	0.550535	0	1.05393	0	0.27666	0		
PF3D7_0617900	-0.480018	0	-0.381203	0	0.0371393	0	0.172475	0
PF3D7_0314700	1.23665	0	0.699134	0	0.334162	0	0.280968	0
PF3D7_0316500	-0.683001	0	-0.937393	0	0.361278	0		
PF3D7_1324100	1.84505	1	0.867159	0	0.515931	0		
PF3D7_1218400	-0.075627	0	0.363225	0	0.197746	0		
PF3D7_0907600	-0.0942485	0	0.216654	0	0.194	0	-0.644371	0
PF3D7_1123300	1.28148	0	2.45902	1				
PF3D7_0322000	-0.174581	0	-0.436661	0	-0.0681318	0		
PF3D7_0319500	1.66735	0	1.41962	0	-0.563704	0	0.262103	0
PF3D7_0108700	-0.140333	0	0.257811	0	0.262565	0	-1.11886	0
PF3D7_1412700	-0.190718	0	0.242406	0	0.0932229	0	-0.56006	0
PF3D7_1017900	-0.195499	0	0.172859	0	-0.368169	0	-0.0738758	0
PF3D7_0305300	-0.097908	0	-0.0570087	0	-0.194678	0		
PF3D7_0513300	-0.0989825	0	-0.257257	0	-0.433928	0		
PF3D7_0719600	-0.111051	0	0.107456	0	0.159938	0	-0.0215792	0
PF3D7_1408000	-0.202893	0	-0.373516	0	-0.832495	0		
PF3D7_1402300	-0.210981	0	-0.0949281	0	0.0149097	0		
PF3D7_0403200	-0.144533	0	0.470519	0	-0.0141296	0	0.362031	0
PF3D7_0321100	-0.127271	0	-0.15811	0	0.0158081	0	-0.805772	0
PF3D7_1426100	-0.0462767	0	-0.330903	0	-0.0158564	0	-0.438671	0
PF3D7_0412000	0.764713	0			0.091713	0		
PF3D7_1109900	-0.0483513	0	-0.396159	0	0.230408	0	-0.0860901	0
PF3D7_1142300	-0.0494258	0	-0.0626863	0			-0.954982	0
PF3D7_1017600	2.15562	0	3.29421	1				
PF3D7_1125500	2.42992	0	-0.264482	0	2.84953	0	0.532678	0
PF3D7_1144000	-0.7719	0	-0.190217	0	-0.00416311	0	-0.110142	0
PF3D7_1202900	-0.787734	0	-0.55503	0	-0.0497793	0		
PF3D7_1143400	-0.807734	0	-0.444244	0	0.136943	0		
PF3D7_0728100	7.35179	1					-0.159047	0
PF3D7_1218200	0.7411	0	0.936796	0	0.738722	0	-0.120028	0
PF3D7_1470600	0.776307	0	0.650563	0	0.0609887	0		
PF3D7_0919400	0.774883	0						
PF3D7_0621700	-0.555374	0						
PF3D7_1213800	-0.56535	0	-0.0123908	0	0.216063	0	-0.150925	0
PF3D7_0406000	-0.0471649	0						
PF3D7_0420000	-0.0532703	0	3.96852	1	1.12604	1	0.428708	0
PF3D7_0821300	-0.0538629	0	0.472497	0	0.745873	0		
PF3D7_0717500	-0.0543537	0	-0.274317	0	0.503332	0		
PF3D7_0725300	-0.246509	0	0.146044	0	-0.00743612	0	0.519907	0
PF3D7_1148700	-0.158213	0	-0.3853	0				
PF3D7_0302200	-0.132603	0	0.239902	0	-0.566434	0	-0.118602	0
PF3D7_1342400	-0.100576	0			-0.109207	0	0.175267	0
PF3D7_1353200	-0.103804	0	-0.292505	0	0.174745	0	0.0503715	0
PF3D7_0417200	-0.110804	0	-0.204927	0	-0.537107	0	-0.0449215	0
PF3D7_0707200	1.47146	0					-0.870913	0
PF3D7_1327700	-0.175787	0	-0.00258636	0	0.157578	0		
PF3D7_1012700	-0.187298	0	1.26717	0			0.461742	0
PF3D7_0710600	-0.19005	0	-0.0045077	0	0.0470435	0	0.0168955	0
PF3D7_1411200	-0.16087	0	0.584269	0	0.142025	0		
PF3D7_1116300	1.7151	1	0.41471	0				
PF3D7_1338100	1.70444	1	1.06771	0				
PF3D7_1216400	-0.161381	0	-0.145096	0	-0.0401681	0		
PF3D7_0414900	-0.166903	0	-0.334153	0	-0.218554	0		
PF3D7_0905000	-0.170138	0	0.0811049	0	-0.184043	0		
PF3D7_0105200	1.66664	0						
PF3D7_0810500	1.86056	0						
PF3D7_0306900	-0.0840244	0	0.362556	0	0.433866	0	0.12223	0
PF3D7_0526800	-0.093263	0	0.883774	0	-0.0933641	0	0.350243	0
PF3D7_1408500	-0.0939643	0	0.133701	0	-0.0489337	0		
PF3D7_0408500	1.22225	0	0.0917994	0	0.0354684	0		
PF3D7_1464000	1.17274	0	2.71864	1	0.804963	1	0.544919	0
PF3D7_1414400	1.50683	1	-0.260284	0	1.83802	0	0.0958691	0
PF3D7_1202200	1.1704	0	0.611462	0				
PF3D7_1235900	-0.671343	0			0.0160745	0	0.245769	0
PF3D7_0113900	-1.99155	0	-0.345654	0	-0.0168152	0		
PF3D7_1211300	0.504535	0	0.0909163	0			0.996627	0
PF3D7_1209000	-0.493094	0	-0.0214793	0	-0.374641	0	-0.62464	0
PF3D7_1332400	0.71323	0	0.886922	0				
PF3D7_1202600	-0.488793	0	-0.264404	0	-1.6829	0	-0.360219	0
PF3D7_1245800	0.431303	0	0.633361	0	0.93034	0		
PF3D7_0321400	0.588426	0	0.707548	0				
PF3D7_1202700	0.106871	0	-0.383474	0				
PF3D7_0930400	0.100995	0	0.209799	0	0.410942	0	-0.667776	0
PF3D7_0204700	0.0980473	0	-0.245937	0	-0.320154	0	0.114607	0
PF3D7_1334200	-0.306548	0	-0.303581	0	0.411141	0	-0.188608	0
PF3D7_0619700	-0.323889	0	1.02002	0	0.631892	0		
PF3D7_0815200	0.156878	0	-0.314021	0	-0.434729	0	-0.080023	0
PF3D7_0704000	0.0693455	0	-0.141205	0			-0.437014	0
PF3D7_1016000	0.136381	0			0.110451	0		
PF3D7_0405600	0.13604	0	0.315388	0	-0.0852687	0		
PF3D7_1106200	-0.282206	0	0.0662041	0				
PF3D7_0626400	0.0235602	0	0.520343	0	1.89562	0	-0.333398	0
PF3D7_0806200	0.0232964	0	0.300015	0				
PF3D7_0109900	0.206872	0	0.379899	0	0.188004	0		
PF3D7_1018500	0.191584	0	-0.159682	0	0.865696	0		
PF3D7_0409800	0.158222	0	0.0982189	0	0.355352	0	-0.435101	0
PF3D7_1365800	0.0812422	0	0.1094	0				
PF3D7_1013100	0.0792096	0	0.110314	0			0.569704	0
PF3D7_0916500	0.0762335	0						
PF3D7_1361900	0.12005	0	0.576947	0	0.0988795	0	0.554856	0
PF3D7_1456800	-0.444895	0	-0.330502	0	-0.108374	0	0.122015	0
PF3D7_1225700	-0.522553	0	-0.0330874	0	0.0239328	0	-0.71832	0
PF3D7_1358200	-0.524278	0	-0.159919	0	0.0418364	0	-0.733506	0
PF3D7_1237100	-0.526213	0	-0.726657	0				
PF3D7_0212900	-0.537787	0	-0.0256583	0			0.44574	0
PF3D7_1364300	0.822522	0	1.94671	1			0.578065	0
PF3D7_1454700	0.801501	0			-0.196761	0	-0.0703506	0
PF3D7_0501300	-0.288268	0	-0.119773	0	-0.128434	0		
PF3D7_0214800	0.0932407	0	0.0618203	0	0.775815	0	-0.431676	0
PF3D7_1404500	0.0587883	0	0.459948	0	0.260519	0		
PF3D7_1115400	-0.0280495	0	0.171518	0	-0.1357	0	-0.037021	0
PF3D7_0629600	0.0913022	0	0.792407	0				
PF3D7_0710100	0.0888049	0	-0.075997	0	0.283964	0		
PF3D7_0205900	0.0110645	0	-0.172574	0	-0.173389	0	0.00317517	0
PF3D7_1216200	0.00315475	0	-0.248607	0	-0.164815	0		
PF3D7_0818800	-0.0131416	0	0.227239	0	0.0706768	0		
PF3D7_0908000	0.439451	0	-0.294528	0				
PF3D7_0704400	0.524145	0	-0.382587	0	0.214199	0	-0.438539	0
PF3D7_1464700	-0.432746	0	0.313385	0	-0.30791	0		
PF3D7_0819000	0.313046	0	1.09495	0			0.386356	0
PF3D7_1243600	-0.397463	0	-1.43408	0	-0.342316	0	-0.0491527	0
PF3D7_0206700	-0.403362	0	-0.0279935	0				
PF3D7_0403800	0.402579	0	0.345678	0	-0.0459181	0	-0.479808	0
PF3D7_0934500	-0.407443	0	0.090915	0	-0.0642357	0		
PF3D7_0604000	-0.418728	0	-0.37283	0	-0.869703	0		
PF3D7_1226700	-0.423989	0	-0.330835	0	-0.522436	0		
PF3D7_1021500	0.26443	0	0.628632	0	0.347921	0	0.600961	0
PF3D7_1123000	0.263958	0	4.70789	1	2.00529	1	0.484169	0
PF3D7_0921800	1.32907	0	0.313036	0				
PF3D7_0218500	1.30626	0	0.855093	0			0.505014	0
PF3D7_1203300	0.253969	0					-0.660582	0
PF3D7_0930500	0.252317	0	0.353391	0	0.13965	0	-0.697829	0
PF3D7_1408400	0.268996	0			0.522772	0	0.922594	0
PF3D7_0801600	-0.212897	0	-0.0448316	0	-0.486503	0		
PF3D7_1434700	0.0453866	0	0.0332209	0	0.0932407	0		
PF3D7_0402100	0.0130348	0	-0.390427	0	-0.206537	0		
PF3D7_0321900	-0.061751	0	0.158509	0	0.338452	0		
PF3D7_1315400	-0.0659835	0	-0.200818	0	0.105178	0	-0.0459703	0
PF3D7_1002900	-0.0667718	0	0.333138	0	0.224367	0		
PF3D7_1037500	-0.0685806	0	-0.751547	0	-0.340733	0		
PF3D7_0706400	-0.230118	0	-0.229635	0	0.173254	0	0.431904	0
PF3D7_0813100	-0.241817	0	-0.0246143	0	1.03736	0	-0.466241	0
PF3D7_1469100	-0.0951602	0	0.437045	0				
PF3D7_1360100	-0.248817	0	-0.876376	0	-0.147034	0		
PF3D7_0602200	-0.254449	0	-0.0796795	0	0.0696983	0		
PF3D7_0315600	-0.577366	0	-0.361752	0	1.21531	0		
PF3D7_0416900	0.9629	0	0.916354	0			0.334321	0
PF3D7_1453000	0.631186	0	0.929085	0			-0.127179	0
PF3D7_0708500	0.701846	0	1.01343	0			0.389192	0
PF3D7_1001900	0.301633	0	0.159996	0	-0.164504	0		
PF3D7_1450000	-0.359184	0	-0.385036	0	-0.0821629	0	-0.397034	0
PF3D7_0808400	-0.36518	0	-0.492802	0	-0.15645	0	-0.450909	0
PF3D7_1012100	-0.378428	0	-0.395408	0	0.155346	0		
PF3D7_1445400	0.361813	0	0.820809	0	0.651988	0	0.543563	0
PF3D7_1449600	0.357805	0			0.307555	0		
PF3D7_1414100	0.3763	0	0.752811	0	0.339987	0	0.431961	0
PF3D7_0904400	0.415426	0	1.65008	0	1.39645	0		
PF3D7_1234600	0.407982	0	1.31985	0	0.555571	0		
PF3D7_1118100	0.406414	0						
PF3D7_1311300	0.859341	0	1.34775	0				
PF3D7_1407300	0.400012	0	0.496088	0	0.274243	0	0.685251	0
PF3D7_1412800	1.36006	0						
PF3D7_1471000	1.05799	0						
PF3D7_1369000	1.2942	0	1.24487	0				
PF3D7_0319600	0.992294	0					-0.0863634	0
PF3D7_0622800	-0.631037	0	-0.304862	0	-0.39682	0	-0.265941	0
PF3D7_1027700	-1.14825	0	-0.644622	0	-0.162792	0		
PF3D7_1037600	3.54165	0	-0.0430552	0			0.572204	0
PF3D7_0819100	1.47565	0	0.887283	0	1.38426	0		
PF3D7_0404900	1.47071	0						
PF3D7_0724400	1.44989	0						
PF3D7_0730300	1.49855	0	0.872007	0	1.26477	0	0.893968	0
PF3D7_1142800	-2.04067	0	-0.660964	0				
PF3D7_1461300	-0.986011	0	0.223136	0	-0.41702	0		
PF3D7_0402400	-0.992246	0	-0.87332	0	-0.269812	0		
PF3D7_0526900	-1.06079	0	-0.539814	0	-0.0765495	0		
PF3D7_0812700	1.5494	1	0.501961	0				
PF3D7_1308600	1.54486	0						
PF3D7_0301700	-0.710553	0			0.226013	0	-0.0226965	0
PF3D7_1368900	-0.717843	0	-0.884742	0	0.100162	0		
PF3D7_0307600	1.25601	0						
PF3D7_0614100	1.21497	0			-0.268143	0	-0.279917	0
PF3D7_0508500	1.21009	0					-0.18119	0
PF3D7_0707900	1.17054	0	0.580032	0	1.26509	0		
PF3D7_0606800	-0.0850512	0	-0.579048	0	0.0787341	0		
PF3D7_0503800	-0.0897274	0	0.0557887	0	0.188173	0	-0.197509	0
PF3D7_0914700	1.68586	0	2.42103	0	1.39771	0		
PF3D7_0802300	1.62468	0	1.64002	0	1.20817	0	0.122867	0
PF3D7_1445000	1.61739	0						
PF3D7_1433300	1.90507	0						
PF3D7_1366400	1.78199	0					0.410195	0
PF3D7_1229400	-0.167905	0	-0.348115	0	0.185908	0	-0.0826818	0
PF3D7_1223700	-0.201953	0	-0.818234	0	0.066412	0		
PF3D7_0936000	-1.26215	0	-0.600376	0	-0.113518	0		
PF3D7_0903100	-1.26713	0	0.0702171	0				
PF3D7_1010300	4.6399	0	4.4576	0	1.60408	0		
PF3D7_0405900	-0.920617	0	-0.633785	0	-0.0442721	0		
PF3D7_1438600	1.28601	0	0.71833	0	0.0743567	0		
PF3D7_0910300	1.28525	0						
PF3D7_1222400	-0.622676	0	1.70949	1	-0.0449066	0	0.479135	0
PF3D7_1327300	-0.649546	0	0.323229	0	0.73821	0	-0.715109	0
PF3D7_0913000	-0.656466	0	-1.53431	0	-0.0574252	0		
PF3D7_0511000	-0.660569	0	-0.432349	0				
PF3D7_1138400	1.11742	0	1.13885	0	0.896415	0		
PF3D7_1226400	1.07372	0	0.688363	0				
PF3D7_1330400	1.04104	0	0.308886	0	1.2869	0	-0.263295	0
PF3D7_0407900	0.995349	0	1.27264	0				
PF3D7_0503400	0.92661	0	0.75722	0	-0.235477	0	0.153425	0
PF3D7_0811400	0.915388	0	-0.102327	0				
PF3D7_1032700	0.876324	0	2.21017	1				
PF3D7_1028500	0.868673	0	1.36013	0				
PF3D7_0821200	0.398781	0	0.149473	0	-0.158677	0		
PF3D7_0513800	0.371018	0	-0.0306854	0	0.0214628	0	-0.11732	0
PF3D7_1252700	-0.383212	0	-0.430829	0	-0.193027	0		
PF3D7_1244600	0.358494	0	-0.516594	0	0.453255	0	-0.188171	0
PF3D7_1222700	0.352322	0	0.601878	0				
PF3D7_1339400	-0.376019	0	-0.162155	0	0.115085	0		
PF3D7_0807200	0.259305	0	0.788081	0				
PF3D7_1223800	0.256174	0	0.302313	0				
PF3D7_0518000	0.401037	0	0.909966	0				
PF3D7_1019900	-0.411738	0	-0.2197	0	-0.00158691	0		
PF3D7_1422300	0.422273	0	0.844048	0				
PF3D7_1216300	0.337289	0	0.343102	0	0.0977128	0		
PF3D7_1107100	-0.396338	0			-0.00517527	0		
PF3D7_0924000	0.544151	0	0.257226	0				
PF3D7_1004500	-0.433064	0	-0.179686	0	-0.0057869	0		
PF3D7_1354900	-0.452452	0	-0.571333	0	-0.473138	0	0.536297	0
PF3D7_0925200	0.441374	0	0.220058	0	0.241849	0		
PF3D7_1128400	0.0748234	0	0.254286	0	0.247702	0		
PF3D7_1336900	0.116844	0						
PF3D7_0721300	0.11537	0	0.467417	0	0.414277	0		
PF3D7_0831200	0.237703	0	0.799362	0				
PF3D7_0201500	0.212079	0						
PF3D7_0521700	0.208782	0					-0.140531	0
PF3D7_1414000	0.24063	0						
PF3D7_0619600	0.238775	0	-0.202161	0	0.522127	0		
PF3D7_1114100	-0.341808	0	-0.228567	0	-1.05137	0		
PF3D7_0710700	0.207355	0	1.03901	0				
PF3D7_0609100	0.178654	0	-0.177331	0	0.429541	0		
PF3D7_1367500	0.050574	0	0.312936	0	-0.0754553	0		
PF3D7_1119700	0.0735836	0					0.56507	0
PF3D7_0803100	0.0720685	0					0.448487	0
PF3D7_1474800	0.140523	0	-0.126775	0	0.23796	0	-0.119035	0
PF3D7_1213900	-0.309268	0	-0.0325082	0	-0.0476379	0	-0.392108	0
PF3D7_0105500	0.102289	0	-0.190493	0	-0.3555	0		
PF3D7_1107000	0.0997747	0	-0.284277	0	-0.0454807	0		
PF3D7_0810800	0.43607	0					-0.203524	0
PF3D7_1226500	0.472085	0						
PF3D7_1349500	0.458444	0	1.16091	0			-0.411222	0
PF3D7_0935200	0.579657	0	0.66169	0	0.478411	0		
PF3D7_1329400	0.566001	0						
PF3D7_1354200	0.554968	0	0.396559	0	0.426426	0	-0.494657	0
PF3D7_0821600	0.707498	0	0.782469	0	0.286386	0		
PF3D7_1230700	-0.500428	0	-0.504329	0	-0.258263	0	-0.425396	0
PF3D7_0106000	0.612791	0	0.624658	0				
PF3D7_0810700	0.590277	0	0.377614	0	0.421144	0		
PF3D7_0515700	-0.471022	0	0.189793	0	0.927763	0		
PF3D7_0902200	-0.474778	0	-0.347914	0				
PF3D7_0912900	0.518005	0	0.315793	0	0.396819	0		
PF3D7_1030000	0.511998	0	0.185704	0				
