gene_id	gametocyte_proteome_log2	gametocyte_newly_made
PF3D7_1436800	13.23965074	0
PF3D7_1436900	16.80658486	1
PF3D7_1437000	17.38280131	1
PF3D7_1437200	22.12541915	0
PF3D7_1437400	14.5464343	0
PF3D7_1437700	17.91552152	0
PF3D7_1437800	13.23621605	0
PF3D7_1437900	18.94561244	0
PF3D7_1438000	15.3367878	1
PF3D7_1438100	17.55750858	0
PF3D7_1438500	13.12334546	0
PF3D7_1438600	14.15577221	0
PF3D7_1438700	18.68685612	1
PF3D7_1438800	12.93587898	0
PF3D7_1438900	21.8394373	0
PF3D7_1439300	12.07536884	0
PF3D7_1439400	18.84947433	1
PF3D7_1439600	16.53506321	1
PF3D7_1439700	18.79333024	1
PF3D7_1439800	19.69752475	0
PF3D7_1439900	21.90409949	0
PF3D7_1440100	13.04073379	0
PF3D7_1440500	16.71417664	1
PF3D7_1440600	15.9328299	0
PF3D7_1440700	12.42987745	0
PF3D7_1441100	17.09052253	0
PF3D7_1441200	20.22708786	1
PF3D7_1441400	18.4641176	0
PF3D7_1441700	14.2524979	0
PF3D7_1441800	15.50502686	0
PF3D7_1442000	13.25042377	0
PF3D7_1442100		1
PF3D7_1442300	19.00621192	0
PF3D7_1442500	12.6683192	0
PF3D7_1442900	15.33965634	1
PF3D7_1443000	13.90202332	1
PF3D7_1443100	10.66682167	0
PF3D7_1443700	13.82264717	0
PF3D7_1443900	14.06437508	0
PF3D7_1444100	14.21479468	0
PF3D7_1444200	13.96892774	0
PF3D7_1444300	18.2841192	1
PF3D7_1444400	11.75850084	0
PF3D7_1444600	16.49931856	0
PF3D7_1444800	22.94652724	0
PF3D7_1445000	13.35502342	0
PF3D7_1445100	16.81271631	1
PF3D7_1445500	14.87747267	0
PF3D7_1445600	12.95628721	0
PF3D7_1445700	14.6498119	0
PF3D7_1445900	16.45249008	1
PF3D7_1446100	11.66008803	0
PF3D7_1446200	20.81338717	0
PF3D7_1446500	13.46160265	0
PF3D7_1446600	17.79882404	0
PF3D7_1446700	12.29317657	0
PF3D7_1446900	15.38255536	0
PF3D7_1447000	19.47371235	0
PF3D7_1447200	13.69175806	0
PF3D7_1447400	15.2939302	0
PF3D7_1447700	15.34600578	0
PF3D7_1447900	15.06266737	1
PF3D7_1448200	15.80234049	0
PF3D7_1448300	10.32562027	0
PF3D7_1448400	12.62742293	0
PF3D7_1448600	14.40154843	0
PF3D7_1448700	12.18904824	0
PF3D7_1448900	15.55952248	0
PF3D7_1449000	22.27874285	0
PF3D7_1449100	14.92989484	0
PF3D7_1449700	12.57150854	0
PF3D7_1449800		1
PF3D7_1450100	16.91873127	1
PF3D7_1450300	14.57938076	0
PF3D7_1450900	13.77323538	0
PF3D7_1451000	12.55316848	0
PF3D7_1451100	20.91948604	0
PF3D7_1451500	13.34699843	0
PF3D7_1451600	20.66558228	0
PF3D7_1451700	18.81904913	1
PF3D7_1451800	16.80374014	0
PF3D7_1451900	15.03648273	0
PF3D7_1452200	15.24642269	0
PF3D7_1452500	14.99223764	0
PF3D7_1452800	17.2394276	1
PF3D7_1453100	13.85122199	0
PF3D7_1453300	12.29784005	0
PF3D7_1453700	16.9702295	1
PF3D7_1453800	18.47801907	0
PF3D7_1454000	14.59352535	0
PF3D7_1454400	19.4732671	0
PF3D7_1454700	19.87143152	0
PF3D7_1455000	16.43898294	1
PF3D7_1455200	17.28352249	0
PF3D7_1455400	14.01487191	0
PF3D7_1455500	15.81652954	1
PF3D7_1455800	20.70328234	0
PF3D7_1455900	13.94409586	0
PF3D7_1456300	15.26775109	0
PF3D7_1456400	14.78656573	1
PF3D7_1456500	15.74899296	0
PF3D7_1456700	16.71247685	1
PF3D7_1456800	17.09889909	0
PF3D7_1456900	13.33717773	0
PF3D7_1457000	18.01071567	0
PF3D7_1457200	21.59697044	0
PF3D7_1457300	19.79490709	1
PF3D7_1457500	15.91940263	1
PF3D7_1457800	13.72779994	0
PF3D7_1458000	16.25214243	1
PF3D7_1458100	16.66057674	0
PF3D7_1458400	17.26392936	0
PF3D7_1458600	9.331629089	0
PF3D7_1458700	16.46145813	1
PF3D7_1458800	11.76253845	0
PF3D7_1458900	14.2472872	0
PF3D7_1459000	17.12224158	0
PF3D7_1459400	16.86549164	1
PF3D7_1459600	14.42551097	0
PF3D7_1459700	15.82781324	1
PF3D7_1459800		1
PF3D7_1460000	15.71096424	1
PF3D7_1460100	16.35544574	1
PF3D7_1460300	18.9842293	0
PF3D7_1460400	18.83015411	1
PF3D7_1460600	16.35805762	1
PF3D7_1460700	19.30183851	0
PF3D7_1461100	14.2737082	0
PF3D7_1461300	20.1099879	0
PF3D7_1461600	14.04671761	0
PF3D7_1461900	17.18795449	0
PF3D7_1462000	18.06728204	0
PF3D7_1462100	12.98769747	0
PF3D7_1462300	17.09651614	0
PF3D7_1462500	13.53738425	0
PF3D7_1462600	17.83033157	0
PF3D7_1462700	19.63244976	1
PF3D7_1462800	23.4500244	0
PF3D7_1462900	13.73606363	0
PF3D7_1463200	18.22502538	1
PF3D7_1463300	17.60056872	1
PF3D7_1463400	12.22977116	0
PF3D7_1463500	19.22810155	0
PF3D7_1464300	13.20775307	0
PF3D7_1464600	16.05500416	1
PF3D7_1464700	19.14793196	1
PF3D7_1464800	14.79662776	0
PF3D7_1464900	13.66498053	0
PF3D7_1465000	17.09712339	1
PF3D7_1465100	13.52888545	1
PF3D7_1465200	12.23342045	0
PF3D7_1465300	13.80730125	0
PF3D7_1465500	12.65663788	0
PF3D7_1465600	16.06764303	0
PF3D7_1465800	14.61894751	0
PF3D7_1465900	19.57325886	0
PF3D7_1466100	14.84758592	0
PF3D7_1466200	11.90669897	0
PF3D7_1466300	18.8245227	0
PF3D7_1466400	12.83896621	0
PF3D7_1466600	17.03527881	1
PF3D7_1466800	16.11289693	0
PF3D7_1466900	12.20261566	0
PF3D7_1467000	13.64620617	0
PF3D7_1467600	12.9871118	0
PF3D7_1467700	15.76107763	0
PF3D7_1467800	12.89258266	0
PF3D7_1467900	15.31607879	0
PF3D7_1468000	14.00717623	0
PF3D7_1468100	14.33446418	1
PF3D7_1468300	13.68807907	0
PF3D7_1468700	21.20157316	0
PF3D7_1468800	13.90551863	0
PF3D7_1468900	15.21274082	1
PF3D7_1469100	15.31126346	0
PF3D7_1469200	15.17764922	0
PF3D7_1469700	13.41095831	0
PF3D7_1470100	13.65078998	0
PF3D7_1470200	12.24536453	0
PF3D7_1470400	14.52013164	0
PF3D7_1470500	15.93383278	1
PF3D7_1470600	14.08035954	0
PF3D7_1470700	14.91591827	1
PF3D7_1470900	20.33770973	0
PF3D7_1471100	17.16638116	0
PF3D7_1471200	17.24148978	1
PF3D7_1471400	16.28484277	1
PF3D7_1471900	13.20120807	0
PF3D7_1472100	13.43397136	0
PF3D7_1472200	13.78637855	0
PF3D7_1472300	13.93232242	0
PF3D7_1472600	16.17047345	1
PF3D7_1472900	15.12561123	1
PF3D7_1473100	14.26853225	0
PF3D7_1473200	17.38966775	0
PF3D7_1473500	15.7322169	1
PF3D7_1473700	14.37224612	0
PF3D7_1474000	14.88318103	1
PF3D7_1474400	13.08918948	1
PF3D7_1474500	13.65851276	0
PF3D7_1474600	17.48560397	1
PF3D7_1474700	11.70799319	0
PF3D7_1474800	19.95003848	0
PF3D7_1474900	20.56120962	0
PF3D7_1475500	20.53816872	0
PF3D7_1475700	13.62599035	0
PF3D7_1476300	12.4428459	0
PF3D7_1476600	16.0158651	0
PF3D7_1476700	13.10485534	0
PF3D7_1476800	15.72509727	1
PF3D7_1477300	16.20397308	0
PF3D7_1477700	15.41291712	0
PF3D7_1478000	16.29524339	1
PF3D7_1478100	14.70243425	0
PF3D7_API02900	14.04133688	1
PF3D7_MIT01400	13.07963311	0
PF3D7_MIT02100	15.71697661	0
PF3D7_MIT02300	16.24518005	0
