gene_id	sexual_stage_8dpi_log2fc
TGME49_214575	11.0424161719625
TGME49_214590	0.476216367697376
TGME49_214600	-0.596284202155059
TGME49_214620	1.49062651465783
TGME49_214740	-0.859172949704116
TGME49_214750	-1.86459225159182
TGME49_214770	0.643671233135124
TGME49_214780	-0.993788470382439
TGME49_214790	-1.81969306267127
TGME49_214800	0.272125176719345
TGME49_214810	5.63392067008599
TGME49_214820	-0.312366732322127
TGME49_214830	-1.54600387089085
TGME49_214870	-0.655669203926877
TGME49_214880	4.09063999465842
TGME49_214900	-1.47475975822408
TGME49_214910	-1.68318337648757
TGME49_214920	0.113888523930191
TGME49_214930	2.2300341770676
TGME49_214940	9.35351709755272
TGME49_214950	1.02197041955589
TGME49_214970	1.89799309927423
TGME49_214980	2.28629099919936
TGME49_215010	3.06711092999728
TGME49_215020	-3.22739156888322
TGME49_215030	-1.45924383569898
TGME49_215040	-0.411365554547973
TGME49_215050	5.30410147089413
TGME49_215060	0.369910996506826
TGME49_215080	0.340962105711226
TGME49_215130	1.85398964470022
TGME49_215160	0.820023962987251
TGME49_215170	3.49879247639333
TGME49_215210	3.2219416963015
TGME49_215220	10.2502250437882
TGME49_215230	0.994759284038841
TGME49_215260	-2.21672533808826
TGME49_215270	-7.39819730954576
TGME49_215280	-1.10776142332886
TGME49_215300	0.476518807725426
TGME49_215347	0.883230081523856
TGME49_215350	0.752289676498158
TGME49_215360	9.87909956652471
TGME49_215370	-1.32498961467024
TGME49_215380	1.10626448483159
TGME49_215400	-1.20818553253887
TGME49_215420	0.732043630149571
TGME49_215425	-2.44888474900001
TGME49_215430	-0.228403483202288
TGME49_215440	1.03486443371461
TGME49_215450	4.03986446939499
TGME49_215480	3.10885316203015
TGME49_215490	-0.200997009259021
TGME49_215510	1.61154630312603
TGME49_215520	10.7300305157905
TGME49_215530	15.2449043508782
TGME49_215550	2.33962127614576
TGME49_215590	-1.5749709848025
TGME49_215600	-0.909720981402016
TGME49_215610	1.40327153638697
TGME49_215620	0.2372496112056
TGME49_215660	-1.25811973953007
TGME49_215700	2.47836851645373
TGME49_215710	-2.72295225059899
TGME49_215730	-1.08271825709718
TGME49_215740	-1.20970687630867
TGME49_215750	-0.857568435427911
TGME49_215895	5.90534830065259
TGME49_215910	0.365663034081086
TGME49_215940	-0.121525228214678
TGME49_215950	-0.321866958655752
TGME49_215955	7.70083838879431
TGME49_215960	5.55884837870795
TGME49_215970	9.56394946412403
TGME49_215980	12.7610817988916
TGME49_215990	1.45738305787077
TGME49_216020	-0.746558246382055
TGME49_216030	-0.99845744096078
TGME49_216040	-1.48911841138593
TGME49_216050	-1.93269524123608
TGME49_216055	1.13747707156644
TGME49_216060	2.07925271365725
TGME49_216080	4.27062788734684
TGME49_216120	-1.7842423999443
TGME49_216130	1.09283219072806
TGME49_216170	-1.4396477584757
TGME49_216180	2.66972592350996
TGME49_216210	-1.86922753912851
TGME49_216230	-2.24276547588114
TGME49_216240	0.251175817819359
TGME49_216260	-0.554064870229537
TGME49_216370	2.95393885015905
TGME49_216380	-2.54352997753972
TGME49_216390	-2.52463783297412
TGME49_216410	0.463022124815766
TGME49_216430	1.56664180030403
TGME49_216435	-0.421841059756993
TGME49_216440	-1.07504393515139
TGME49_216450	0.520226768679051
TGME49_216460	5.64231024524891
TGME49_216470	-1.83997264436548
TGME49_216480	-2.77678452910765
TGME49_216490	-2.15435554271197
TGME49_216500	0.384397764387199
TGME49_216510	-1.36534340540035
TGME49_216530	-2.02899619480934
TGME49_216560	-0.807545753140464
TGME49_216580	-1.76398190532188
TGME49_216590	-1.54862257475864
TGME49_216620	6.37519598830611
TGME49_216630	-2.65832092446669
TGME49_216640	5.58917131138541
TGME49_216660	-0.179161903137709
TGME49_216680	1.74723706477241
TGME49_216710	5.43428117326925
TGME49_216720	5.80895622206723
TGME49_216730	2.42116049125937
TGME49_216740	-1.36484115263652
TGME49_216760	-1.47091806096057
TGME49_216770	10.3273289060853
TGME49_216780	2.68315616853557
TGME49_216800	9.20480451707467
TGME49_216810	0.717039204006512
TGME49_216820	2.74656359764753
TGME49_216830	-1.6058850951223
TGME49_216840	0.787862065719245
TGME49_216870	-0.819666471051211
TGME49_216880	-1.06954529676891
TGME49_216890	0.103973332114132
TGME49_216900	-0.232482581446235
TGME49_216910	0.498962793361994
TGME49_216930	0.429759897080798
TGME49_216950	-2.35504498647485
TGME49_216960	-0.371448212419879
TGME49_216970	6.0638890535884
TGME49_216980	0.814775949666477
TGME49_217000	0.714944499204708
TGME49_217010	-0.10999816103068
TGME49_217030	0.976144472749598
TGME49_217050	-0.876366732608235
TGME49_217220	-0.373163284624851
TGME49_217340	0.599746704752767
TGME49_217350	-2.88320543892505
TGME49_217360	3.83250523465652
TGME49_217370	-9.69618180368558
TGME49_217400	4.86404048893295
TGME49_217440	-2.35149291848403
TGME49_217460	-0.90114922490652
TGME49_217470	0.20402085134841
TGME49_217480	0.828867588228958
TGME49_217500	1.28004031688903
TGME49_217510	2.40811510131341
TGME49_217520	5.02636631381555
TGME49_217530	7.09148360754954
TGME49_217540	2.53480328087624
TGME49_217550	1.50667176053558
TGME49_217555	3.96379987220006
TGME49_217590	-0.741556594622597
TGME49_217610	7.82752615435905
TGME49_217620	-0.506450867801072
TGME49_217640	1.10560070848795
TGME49_217660	6.7675098028609
TGME49_217665	1.14126708411001
TGME49_217680	3.27428616298017
TGME49_217688	3.19261045500617
TGME49_217720	-2.82866124828373
TGME49_217730	0.845541411891248
TGME49_217750	0.636337180993225
TGME49_217760	-0.189503117673646
TGME49_217770	-0.599061287865155
TGME49_217790	0.253366346456793
TGME49_217820	-1.62906479213952
TGME49_217830	0.25373354749078
TGME49_217850	2.18487466004137
TGME49_217870	3.45143413052544
TGME49_217880	-0.767819169215304
TGME49_217890	-0.169546513798648
TGME49_217900	3.07164875276793
TGME49_217910	2.31959972154835
TGME49_218000	-1.7400828291618
TGME49_218070	-2.43382193201923
TGME49_218200	1.61353188233495
TGME49_218220	2.4793187554742
TGME49_218230	-1.33559832036609
TGME49_218240	4.89345058584353
TGME49_218250	-0.352342805317088
TGME49_218260	2.79800751312463
TGME49_218270	8.67378086654989
TGME49_218280	-1.87172734475279
TGME49_218300	-0.968889653808582
TGME49_218358	-0.766976604241748
TGME49_218362	1.80435947373239
TGME49_218370	1.20829738594252
TGME49_218420	-1.28463048080447
TGME49_218550	3.61645463073653
TGME49_218570	-1.28041214634245
TGME49_218580	-2.19835826868206
TGME49_218590	-1.02248297712695
TGME49_218600	-2.0416156686176
TGME49_218610	-2.72310251806025
TGME49_218730	3.78614020968003
TGME49_218740	9.3032122280186
TGME49_218750	9.19645116485774
TGME49_218780	5.71368325000531
TGME49_218810	0.354323302762845
TGME49_218820	-0.639191749323119
TGME49_218830	-1.51263392483254
TGME49_218870	4.22423207783572
TGME49_218880	5.83710150526285
TGME49_218910	2.68412591183195
TGME49_218920	0.923792825860617
TGME49_218940	1.85376938764892
TGME49_218950	-1.1295505092784
TGME49_218955	9.1154579238487
TGME49_219070	5.38984627447789
TGME49_219080	-0.404234148009039
TGME49_219100	0.204180881645808
TGME49_219120	1.46872683117231
TGME49_219130	2.05810541880306
TGME49_219140	-1.86078488283147
TGME49_219150	-0.668468291209348
TGME49_219170	4.14013610461166
TGME49_219180	1.29061554085565
TGME49_219190	2.64994853244805
TGME49_219200	-1.01066146405024
TGME49_219210	-0.75483806142257
TGME49_219230	11.8227462198606
TGME49_219240	2.13256297799148
TGME49_219250	0.425351885458162
TGME49_219260	-0.273076320357952
TGME49_219270	1.01271402606591
TGME49_219290	2.16478411742822
TGME49_219300	-1.26123982023229
TGME49_219310	-2.05402120171073
TGME49_219440	-1.11194094795818
TGME49_219485	-0.100063679162391
TGME49_219510	-1.13405437491381
TGME49_219530	1.39507199469958
TGME49_219540	-0.123923352609963
TGME49_219550	-1.12068585219828
TGME49_219590	-0.774753802695748
TGME49_219600	2.97594779647557
TGME49_219610	4.96183519447077
TGME49_219620	1.33929378451552
TGME49_219630	0.165861096355573
TGME49_219640	-0.984971354577052
TGME49_219650	0.86122278827137
TGME49_219660	-3.51955950139586
TGME49_219682	-0.833806462899158
TGME49_219690	0.687488183677427
TGME49_219700	0.733469843519605
TGME49_219710	-0.352859960751703
TGME49_219720	0.643905593742455
TGME49_219730	10.6185953965168
TGME49_219738	-0.160698097290175
TGME49_219750	-1.6056921177602
TGME49_219760	-0.66536004598718
TGME49_219770	-1.18563030336802
TGME49_219790	-1.4021326590057
TGME49_219800	0.220941612708792
TGME49_219810	1.28742299687516
TGME49_219820	-0.400310115620222
TGME49_219832	-0.589000491942802
TGME49_219850	-1.37069869607656
TGME49_219860	1.1094771782045
TGME49_220080	-2.71131252808981
TGME49_220090	1.71843442700307
TGME49_220100	-1.84144106842468
