target,blocks,na_policy,scaling,n_neighbors,min_dist,min_cluster_size,seed,n_genes,n_features,n_clusters,noise_frac,n_excluded,excluded,mean_f1,best_f1,best_label,n_labels_scored,n_labels_recovered
compartment,expression_raw+interactions,median,rank,15,0.0,60,42,8140,22,10,0.028255528255528257,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14257208084299705,0.2673542245140817,nucleus - chromatin,24,0
compartment,protein_features+interactions,median,rank,15,0.25,25,42,8140,17,51,0.025307125307125308,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.1424371469063688,0.3617021276595745,PM - peripheral 1,24,0
compartment,expression_summary+published_screens,median,rank,50,0.0,60,42,8140,16,8,0.09238329238329239,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14237169414423706,0.2570194384449244,nucleus - chromatin,23,0
compartment,expression_summary+fitness_screens+interactions,median,rank,50,0.0,25,42,8140,16,21,0.11007371007371007,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14214870375473093,0.24471744471744472,nucleus - chromatin,24,0
compartment,expression_summary+expression_raw+protein_features,median,rank,15,0.25,25,42,8140,35,13,0.11216216216216217,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14180896876325294,0.27624309392265195,PM - peripheral 1,24,0
compartment,expression_summary+published_screens+interactions,median,rank,15,0.0,25,42,8140,20,27,0.0886977886977887,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14175918866786436,0.2501790403437575,nucleus - chromatin,24,0
compartment,expression_summary+published_screens+interactions,median,rank,50,0.25,60,42,8140,20,7,0.10995085995085994,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14152077265941002,0.25406824146981627,nucleus - chromatin,23,0
compartment,expression_summary+published_screens+interactions,median,rank,15,0.0,60,42,8140,20,8,0.006511056511056511,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14148859792391322,0.24846190250828204,nucleus - chromatin,24,0
compartment,expression_summary+expression_raw+interactions,median,rank,50,0.0,60,42,8140,26,12,0.055896805896805894,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14144880274350422,0.2549644520715862,nucleus - chromatin,24,0
compartment,protein_features+interactions,median,rank,50,0.25,60,42,8140,17,18,0.06523341523341523,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14128841688724725,0.33928571428571425,PM - peripheral 1,23,0
compartment,expression_summary+fitness_screens+interactions,median,rank,15,0.0,25,42,8140,16,20,0.06068796068796069,5,compartment;compartment_best;lopit_map;lopit_mcmc;lopit_unified,0.14114577489299612,0.24806201550387597,nucleus - chromatin,24,0
